,Unnamed: 0,index,tweet,id,lang,score,evidence,claim,procon,arg_type,evidence_type,topic,argumentative
40,,22295,"<MENTION> Not a good recipe to make the tournament.

Winning the Big Ten tourney might be our only avenue. Nigh impossible to get an at-large bid when you’re still 3 game below .500 in April",1.5119065803541873e+18,en,0.0,0.0,0.0,0.0,unrelated,,Vegetarian and vegan diets should be encouraged,1
634,634.0,22343,When a good restaurant switches up the recipe&lt;&lt;&lt;&lt; like what made y’all use shell noodles for my Mac 😭,1.511875397876691e+18,en,0.0,0.0,0.0,0.0,,,,
957,957.0,26827,<MENTION> Go raw Ada. Much healthier than vegan.,1.511929054672302e+18,en,0.6452637910842896,0.0,0.0,0.0,,,,
25,,41,"<MENTION> Plant based options, yes!!!!!",1.5119175672874312e+18,en,0.6139122247695923,0.0,1.0,0.0,implicit,,Plant based should be invested in,1
626,626.0,4320,<MENTION> We need to switch to legume diets replace carbon intensive meat diet,1.5110555810077778e+18,en,0.6443602442741394,0.0,0.0,0.0,,,,
709,709.0,8485,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> I’ll add the Blind Donkey to this as well as Gladstone’s (note: within the circuit and make reservations) is a solid dinner spot. Ballast Point nearby is a solid brewery/food option with a gorgeous sunset view on the water.,1.5110666907292672e+18,en,0.0,0.0,0.0,0.0,,,,
790,790.0,3272,"<MENTION> Exactly this! The problem is Germany and Austria made themselves depended on Russia’s oil and gas over the last few years, so Putin has them as his puppets… they will not budge. Hungary is traitor for EU..sad. EU and US must find a way. US to increase its own production spply EU",1.5110130258970747e+18,en,0.0,0.0,0.0,0.0,,,,
536,536.0,13139,"<MENTION> It's finding alternatives to dairy products, sometimes flour/wheat products, which are also more expensive. ""Meat is more expensive than produce"" is just another blanket statement that simply doesn't stand up to the vast range of dietary practices, per unit grocery prices, etc.",1.5106463599127593e+18,en,0.0,0.0,0.0,0.0,,,,
928,928.0,13153,Imagine being a horse girl. Like there are so many non-horse meat alternatives,1.5103211028656374e+18,en,0.7298352718353271,0.0,0.0,0.0,,,,
888,888.0,4283,"2/n

Meat is the most inefficient way of feeding humans.

Meat eating is eating up our planet in multiple ways.

Meat industry is the biggest polluters and carbon emitter. It is the biggest reason for spiritual pollution. Let’s study how?",1.5115860426711572e+18,en,0.6286420822143555,0.0,0.0,0.0,,,,
82,,28,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> People have been making meat alternatives for centuries for various reasons. If people want to eat a meat analogue that causes much less death and environmental destruction, what's your problem?",1.5116515023345664e+18,en,0.6293835639953613,0.0,0.0,0.0,unrelated,,We should stop subsidizing meat,1
291,291.0,14081,"<MENTION> I think there are 2 main reasons: 

1. Production is small scale for plant-based meats (comparatively)

2. animal agriculture subsidies = low consumer cost for animal products

I’ve read in a few places that they expect to lower prices by next yr by expanding manufacturing",1.5116731014985974e+18,en,0.5215266942977905,0.0,0.0,0.0,,,,
305,305.0,1945,do anybody else be cooking n think ew I should stop eating meat or is it just me,1.5114165413462098e+18,en,0.0,0.0,0.0,0.0,,,,
719,719.0,30140,"years ago, id be glad to see so many alternative meat options. now, i’m HIGHLY skeptical of plant-based meat. have y’all even read the ingredients on em????",1.5096980425338716e+18,en,0.72542405128479,0.0,0.0,0.0,,,,
315,315.0,31731,"<MENTION> Yassssss! We love a healthy eater!!!! Do they get better at finishing their food? Anaya doesn’t finish it, and I don’t force her to eat but idk if it’s enough😩",1.5100021626585293e+18,en,0.0,0.0,0.0,0.0,,,,
200,200.0,17093,<MENTION> So it works with every fruits and vegetables or some of them,1.5110512054052127e+18,en,0.0,0.0,0.0,0.0,,,,
262,262.0,14143,"<MENTION> 9/And no...not interested in an argument. I'm interested in a discussion. I posted it before, but I think it's probably the best primer on how/why a low-fat plant-based diet can help turn people's health and lives around. It's written by an ex-vegan...",1.5116292948623196e+18,en,0.0,0.0,0.0,0.0,,,,
657,657.0,3682,"<MENTION> I’m pescatarian closing in on vegan because meat production in the US is immorally cruel. Reprehensible.

No problem with ethical hunting, nor humanely raised and butchered meat. But I don’t hunt, and the later is not accessible in the USA.",1.5112296316674417e+18,en,0.551559567451477,0.0,0.0,0.0,,,,
914,914.0,15348,<MENTION> <MENTION> <MENTION> <MENTION> Vegan is not vegetarian.  You could also say the same for people who eat meat.,1.511413769729192e+18,en,0.7355495691299438,0.0,0.0,0.0,,,,
574,574.0,31597,"<MENTION> <MENTION> I wonder why we aren't being taught to be vegan &amp; live naturally healthy?

Meat isn't the food, it's a dead body.

Why our religioun masters aren't telling to the society to eat only Satwik Bhojana?",1.5103230577845903e+18,en,0.6464246511459351,0.0,0.0,0.0,,,,
345,345.0,28942,"<MENTION> <MENTION> If there is plenty of examples of his evilness out there - give me your best one.  These first two don’t work.

So far all he said is he doesn’t think eating meat or owning a house is sustainable.  What has he actually done that is evil.",1.5100307037439345e+18,en,0.0,0.0,0.0,0.0,,,,
352,352.0,13415,<MENTION> <MENTION> <MENTION> Plant based steaks.. mind you..,1.5119043431796408e+18,en,0.5666168332099915,0.0,0.0,0.0,,,,
703,703.0,30573,"Dr. Stone got me thinking that sustaining a plant based diet in the stone world was impossible because realistically, plants can be poisonous but animals more often than not are safe to eat.",1.510404708590137e+18,en,0.5870487689971924,0.0,0.0,0.0,,,,
983,983.0,13026,<MENTION> Resemblance of vegetarian alternatives to actual meat products is a turnoff,1.5115351255693025e+18,en,0.6589587926864624,0.0,0.0,0.0,,,,
795,795.0,24126,Building and maintaining fruit and vegetable gardens provide a myriad of opportunities for students to apply critical and creative thinking skills. A school garden will be a main focus in my #educ4750 unit of work! #SDG2 #UoNTeach,1.5101619395523543e+18,en,0.5086256265640259,0.0,0.0,0.0,,,,
119,,2265,"<MENTION> It would also be nice if our government could begin subsidizing more sustainable options (like plant based meat) vs things like beef

but... i digress",1.5117880364383027e+18,en,0.6603031754493713,1.0,1.0,1.0,explicit,normative,Plant based food should be subsidized,1
142,142.0,15112,<MENTION> I like ice cream and veal.  I also eat vegan and vegetarian food.  SO SUE ME,1.5117629953948918e+18,en,0.6536094546318054,0.0,0.0,0.0,,,,
269,269.0,25554,<MENTION> No like ur 100% spot on. Meat also does not have a good texture. And I’m not even vegetarian (would gladly give up non-fish meats but the body goes on the fritz without meat),1.511913827327226e+18,en,0.6031430959701538,0.0,0.0,0.0,,,,
771,771.0,29160,"<MENTION> <MENTION> Thank you! I wish I could eat more veggies, grains, and legumes without being in pain afterward. Meat doesn't cause these issues for me.",1.5111671597786153e+18,en,0.5359401702880859,0.0,0.0,0.0,,,,
62,62.0,30774,"like im sick so i have to eat a specific diet, i went with 90% whole food plant based but like sometimes i just be eating bunny food",1.509800092928123e+18,en,0.0,0.0,0.0,0.0,,,,
64,64.0,29244,"<MENTION> <MENTION> <MENTION> Not insinuating it at all. There are many things you can eat which are better for your health than eating a lot of meat. Legumes, whole grains, fruits veges, nuts seeds, fish. None of them processed.",1.5107879687803044e+18,en,0.0,0.0,0.0,0.0,,,,
448,448.0,1333,"<MENTION> Stop packed food.
Check liver problems.
Eat salad and fruits, less of grains.
Stop meat, milk and egg.
Patanjali Lipidom.
Always have disprin tab with you in case of any pain.
In case of pain 1 disprin 325 mg+ 40 mg rovustatin+ 150 mg clopidrogel as emergency  treatment.",1.511923126451708e+18,en,0.0,0.0,0.0,0.0,,,,
560,560.0,6277,<MENTION> <MENTION> So you're saying the carbon taxes have not raised prices?,1.5096133051024056e+18,en,0.0,0.0,0.0,0.0,,,,
163,,16037,"<MENTION> Agree, but again this has nothing to do w/ veganism. If vegan diets fall short, the goal shouldn't be to dismiss them, but to find solutions, like cultured meat/dairy. And can still adopt other vegan practices like cruelty-free cosmetics, boycotting the circus, etc.",1.511721090137088e+18,en,0.7323874831199646,1.0,1.0,-1.0,explicit,normative,Vegetarian and vegan diets should be discouraged,1
48,,3618,"<MENTION> <MENTION> <MENTION> But no one of us is buying meat directly from the producers.
Sorry,but it's hard to believe that reducing the production wld hurt the consumers.
It wld hurt the supermarkets.
THEY are the ones who wld import.
For their full looking shelves.",1.5116373811531817e+18,en,0.6719861626625061,1.0,1.0,1.0,implicit,normative,We should stop subsidizing meat,1
284,284.0,3397,<MENTION> Im going to increase my intake of red meat cause climate change is the biggest hoax going,1.5114742257725645e+18,en,0.5453171730041504,0.0,0.0,0.0,,,,
147,147.0,2228,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> How does it bother you hindus if we muslims eat meat 🍖 ? You are free to join us if you wish or you could stick to ghaas phoos

How do you achieve anything by trying to stop us muslims from eating meat 🍖 ? Come to jama masjid in the evening and try 2 enforce your meat 🍖 ban ;)",1.5112488152940585e+18,en,0.5378136038780212,0.0,0.0,0.0,,,,
63,63.0,13079,<MENTION> Is well husbanded meat worse than factory produced alternatives? Is the farming of the base ingredients and the power consumption of the processing factored in?,1.5112632003602063e+18,en,0.5277416110038757,0.0,0.0,0.0,,,,
100,,3891,<MENTION> <MENTION> <MENTION> Cease meat production..,1.5092645945643704e+18,en,0.6540060043334961,0.0,1.0,0.0,implicit,,We should stop subsidizing meat,1
382,382.0,14167,<MENTION> <MENTION> <MENTION> <MENTION> Because they have adopted American eating patterns you mean? Highly processed junk.. mainly plant based.,1.5116106652528353e+18,en,0.5815693736076355,0.0,0.0,0.0,,,,
821,821.0,6903,"<MENTION> <MENTION> And to add to that, they are given a fairly detailed receipt about what their tax money is about to go to",1.5114801332192338e+18,en,0.0,0.0,0.0,0.0,,,,
192,192.0,25201,"I read somewhere, medicines aren't always found in bottles and tablets..
They can be found in other form also...
Meditation, Exercise, Waking up early, Avoiding junk foods, Vegetarian lifestyle, Taking less stress and so on!

#WorldHealthDay",1.5120088792276746e+18,en,0.0,0.0,0.0,0.0,,,,
697,697.0,26266,<MENTION> Being vegan is a choice that your heart makes.,1.5119880853948703e+18,en,0.7426049709320068,0.0,0.0,0.0,,,,
15,,60,<MENTION> <MENTION> Plant based diet? Checks out.,1.5114804138515866e+18,en,0.7097282409667969,0.0,0.0,0.0,,,Plant based should be encouraged,lacks context
391,391.0,1134,"<MENTION> We must stop subsidizing, exempting, and protecting big oil and plastic.",1.5099615267146752e+18,en,0.0,0.0,0.0,0.0,,,,
998,998.0,30704,"<MENTION> That's because a plant-based diet puts more more tryptophan into our brain; which makes it much easier for us to make serotonin, resulting in good executive functions &amp;  folate levels.",1.5099917385129247e+18,en,0.5614726543426514,0.0,0.0,0.0,,,,
704,704.0,27771,<MENTION> Amazing Geely Motors car fan engagements with organic followers come to <MENTION>,1.51190898509133e+18,en,0.0,0.0,0.0,0.0,,,,
340,340.0,26639,<MENTION> Lol but seriously though there's a lot of vegan food nowadays that tastes freakishly close to actual meat,1.511947618850521e+18,en,0.0,0.0,0.0,0.0,,,,
974,974.0,21835,<MENTION> High speed blender. I make lots of vegetable-based sauces or sauces with nuts as the oil base... 😋😋😋,1.511862398101209e+18,en,0.0,0.0,0.0,0.0,,,,
666,666.0,15846,<MENTION> Bless you guys for comparing vegetarian food to vegan food. 🙏 we’ve come a long way lol,1.5106262622802534e+18,en,0.6886043548583984,0.0,0.0,0.0,,,,
577,577.0,15677,I dislike that I have to pay extra to eat a vegan/vegetarian alternatives in these cafe Kmt.,1.510922578814251e+18,en,0.6659841537475586,0.0,0.0,0.0,,,,
27,,15828,"<MENTION> <MENTION> <MENTION> And many more dedicated meat options too. Looking quickly I'd suggest you're likely to see vegetarian options more often because the (UK) population is 11% vegetarian and only 1.2% vegan, nearly 10 times less and it's not that profitable catering to such a small minority.",1.5106544353782784e+18,en,0.6331037282943726,1.0,1.0,-1.0,implicit,fact,Meat alternatives should be subsidized,1
621,621.0,8099,"<MENTION> Shut dfp girl
Ao can u say beans is ur worst food nd full a bucket lik dat still add energy drink join
Be careful I dey quick vex ooo",1.511467021057278e+18,en,0.0,0.0,0.0,0.0,,,,
690,690.0,13941,"<MENTION> <MENTION> A modified Carnivore diet is what I’m currently on, meats, berries, fermented foods mostly. I’ve also tried a more plant based approach with kale shakes loaded with things like ginger, turmeric, and beet but it was eh. The less carb high protein and fat diets work best for me.",1.511723761426436e+18,en,0.5168508887290955,0.0,0.0,0.0,,,,
540,540.0,12389,"Healthy soil = Healthy food production = Healthy life.. 
Lets #SaveSoil .. Let us make it happen. #ConsciousPlanet",1.5116194811303895e+18,en,0.0,0.0,0.0,0.0,,,,
907,907.0,14016,"<MENTION>
If you want to discuss a plant based diet,why don't you discuss it with a plant based dietician.    W.H.O. has stated a plant based diet is suitable for all stages of human life.",1.5116959577878815e+18,en,0.6052473783493042,0.0,0.0,0.0,,,,
44,,16699,I don’t like fruits and vegetables in general,1.5115038627708068e+18,en,0.5531047582626343,1.0,1.0,-1.0,implicit,anecdotal,We should subsidize fruits and vegetables,1
976,976.0,5121,"<MENTION> <MENTION> Silly me, I thought it was a bridge to try and buy votes in November. No oil company will spend to increase production with these bozos saying we're going to take all your extra profits with additional taxes",1.5106149551413535e+18,en,0.0,0.0,0.0,0.0,,,,
55,,15541,<MENTION> <MENTION> Vegan is not vegetarian,1.511130719564796e+18,en,0.7805200219154358,0.0,0.0,0.0,,,Vegetarian and vegan diets should be discouraged,lacks context
971,971.0,24290,<MENTION> I want to hang out with you. Do you like fruit snacks?,1.5120143374262725e+18,en,0.0,0.0,0.0,0.0,,,,
961,961.0,20787,"<MENTION> <MENTION> Healthy skepticism v open mind .
I have a healthy skepticism of vegamism.
Crystals I’ve seen have good effects and help people. Veganism mostly makes people zealous, proselytizing, self-righteous, and ill",1.511650412872409e+18,en,0.0,0.0,0.0,0.0,,,,
829,829.0,31574,"<MENTION> Aight i understand the importance of staying healthy, but is it really worth eating unseasoned chicken and rice every day? You can be healthy and eat good food too.",1.5103561311175148e+18,en,0.0,0.0,0.0,0.0,,,,
640,640.0,12999,<MENTION> <MENTION> <MENTION> Ngl I had an amazing beyond burger in Colorado. I wish we had to options in Texas for meat alternatives!,1.511765432474157e+18,en,0.5681995153427124,0.0,0.0,0.0,,,,
134,134.0,32079,Everyone’s phone went off in Whole Foods from a tornado warning it was so funny,1.5118236505462006e+18,en,0.0,0.0,0.0,0.0,,,,
733,733.0,18390,"<MENTION> Fermenting food. Using reusable containers, little food waste, making healthy food, and always having healthy veg to eat.",1.511716344697344e+18,en,0.5362927317619324,0.0,0.0,0.0,,,,
290,290.0,8284,"Working out a hobby for life and eating food you hate is unsustainable and will likely cause you to cheat on your diet more and in return have you stuck, add seasoning to your chicken it won't kill you",1.511315766242648e+18,en,0.0,0.0,0.0,0.0,,,,
432,432.0,25845,I’m ready to be a pescatarian and eventually a vegetarian. Meat keeps making me sick and I barely even want it anymore anyways,1.5118475140682097e+18,en,0.5431185364723206,0.0,0.0,0.0,,,,
239,239.0,13162,"<MENTION> <MENTION> <MENTION> <MENTION> Yes and “some people prefer to avoid them” references vegans who don’t eat meat alternatives, because it’s unnecessary. Those vegans are the healthier ones if anything. Fake meat doesn’t cause heart disease, but junk food vegans are a thing.",1.5101742390929818e+18,en,0.5847101211547852,0.0,0.0,0.0,,,,
981,981.0,16263,<MENTION> <MENTION> Shail saab indian cars riders are not bothered about Rs 120 petrol rate. Those people who go by public transport ther are facing real problems with fuel price hike normal citizen paying more vegetables fruits cargo transports. RS 140 tak jayega is saal may. Abhi election nahi hai,1.5119881719862764e+18,en,0.0,0.0,0.0,0.0,,,,
854,854.0,30230,"We've known for a long time that reducing our reliance on animal agriculture by switching to a plant-based diet will reduce emissions. 
This report seems like the final nail in the coffin for the animal agriculture industry – one we're happy to help hammer 🌱💕  (3/3)",1.51146336201771e+18,en,0.575076699256897,0.0,0.0,0.0,,,,
54,54.0,17407,"Can’t wait to succeed at this plant based (Genesis) diet. In the book of Genesis, Adam &amp; Eve ate herbs and fruits. Just a friendly reminder of why many people have gone plant based. The meat consumption was never for us originally.",1.5110876806622167e+18,en,0.6077338457107544,0.0,0.0,0.0,,,,
556,556.0,15363,<MENTION> Been seriously vegan for 2 years. Was vegetarian for the 2 before that.,1.5114023816653455e+18,en,0.643740713596344,0.0,0.0,0.0,,,,
2,,9830,<MENTION> That carbon tax is sure helping,1.5114081733824717e+18,en,0.7621129751205444,0.0,0.0,0.0,,,We should add a carbon tax to food production,lacks context
280,280.0,12118,"<MENTION> [7/4, 06:57] Rosy: The European Union needs to modify its agricultural policies to spur #food production and expand supplies cut short by the war in #Ukraine, says <MENTION> Chair of the European Parliament's Agriculture Committee.

Watch⤵️
#EPP4EU #StandWithUkraine https:/",1.5119321994231685e+18,en,0.0,0.0,0.0,0.0,,,,
68,,27,<MENTION> Do you consider raising the carbon tax as the affordable thing to do?,1.5116593510685286e+18,en,0.7569004893302917,0.0,0.0,0.0,,,We should add a carbon tax to food production,0
905,905.0,30422,shaming people’s diet choices will not convince them to switch to plant-based eating at all. they literally know they’re eating aborted chicken. they do not care,1.5110147385572923e+18,en,0.0,0.0,0.0,0.0,,,,
648,648.0,15041,My job has raw vegan &amp; vegetarian options I love that for me 🥰💕,1.5118489727673508e+18,en,0.6701227426528931,0.0,0.0,0.0,,,,
738,738.0,32473,"I mean, <MENTION> is it too much to ask for a singularly focused page where I can find new things to read and buy, and don’t have to think about the lingonberry jam that’s been in my Whole Foods cart for the last four months?",1.5115877010399355e+18,en,0.0,0.0,0.0,0.0,,,,
249,249.0,4786,"<MENTION> <MENTION> <MENTION> That is great use of grass in the cows diet. 

Limited meal feeding and using the large amount of grass grown per Hectare certainly lowers carbon footprint of Irish grass fed dairy &amp; Beef. 

Big difference to the tonnes of meal fed to cows in other production systems.",1.510218385736577e+18,en,0.514491081237793,0.0,0.0,0.0,,,,
75,,5819,<MENTION> Carbon Taxes “work” because you have less money to buy stuff resulting in less stuff being consumed thus generating less CO2,1.5106346308225925e+18,en,0.7453968524932861,1.0,1.0,1.0,implicit,normative,We should add a carbon tax to food production,1
426,426.0,15951,<MENTION> I'm just baffled as to why they specified both vegan AND vegetarian... 🤔,1.510397331283325e+18,en,0.6934077739715576,0.0,0.0,0.0,,,,
715,715.0,1766,"I believe that in Navratri, meat fish should not be eaten and those who eat meat and want to stop meat I do not think it will be possible because many people eat meat.  Because of this ban will not be possible I think.
#meatban",1.511552566991401e+18,en,0.5315176844596863,0.0,0.0,0.0,,,,
989,989.0,21050,<MENTION> Of course. Veganism opposes farm animal existence. You wouldn't call that love.,1.5114158082156134e+18,en,0.6538085341453552,0.0,0.0,0.0,,,,
166,,44,<MENTION> <MENTION> More people employed in plant based food production.,1.5119782407134085e+18,en,0.6059066653251648,0.0,0.0,0.0,,,Plant based should be invested in,lacks context
861,861.0,8386,"<MENTION> Carry gau mutra while flying and sprinkle before you eat , it will be no more halal, just to make sure add gobar. You got the solution now, enjoy non-halal food.",1.5111713423302124e+18,en,0.0,0.0,0.0,0.0,,,,
647,647.0,12400,I fundamentally believe we have done this not as an alternative to food production but as an outcome in a symbiotic relationship with food production. Here are some examples,1.5116122779878932e+18,en,0.5286093354225159,0.0,0.0,0.0,,,,
635,635.0,17408,<MENTION> <MENTION> I read up my question on Google and they weren't sure as well but most of the write up said fruits are good no matter the consumption,1.5109823854411205e+18,en,0.0,0.0,0.0,0.0,,,,
69,69.0,16023,<MENTION> <MENTION> <MENTION> <MENTION> After all your argument is that the vegan takes no more time and effort then meat diets that is the current claim you're asking me to prove and I think at this point you can concede that yeah it does take more time and effort I feel like I still sufficiently proven this negative,1.5118205002882253e+18,en,0.6456281542778015,0.0,0.0,0.0,,,,
172,172.0,26658,"<MENTION> Beasts with human faces!🤢🤮
POOR SOUL,POOR DOG!😥🥺💚🙌",1.5119456855323566e+18,en,0.0,0.0,0.0,0.0,,,,
332,332.0,28223,<MENTION> Be careful with the kitty you don't want the toe beans getting hurt,1.511988801631318e+18,en,0.0,0.0,0.0,0.0,,,,
247,247.0,26205,<MENTION> Can a vegan date a meat eater?,1.5119964678247055e+18,en,0.6828227043151855,0.0,0.0,0.0,,,,
99,99.0,28922,"<MENTION> <MENTION> <MENTION> <MENTION> Its about money and control, Klaus Schwab said that ownership of property and eating meat is not sustainable, so you better start to eat bugs and live in the pod dude",1.5106116915071713e+18,en,0.5225330591201782,0.0,0.0,0.0,,,,
561,561.0,13636,"I like a plant based diet, and I like plants. It’s amazing the lengths “vegans” will go to to diminish the fact that plants are living things connected to the world around them so they can feel good (smug) about eating them. Nuts…😵‍💫",1.5118186321032233e+18,en,0.5544570088386536,0.0,0.0,0.0,,,,
741,741.0,24317,Men saying they don’t like water or fruit and veg is an INSTANT turn off cause we all know what that means,1.5120132576572744e+18,en,0.0,0.0,0.0,0.0,,,,
131,,10180,<MENTION> <MENTION> Anybody have any idea what we're gonna do with the surplus CO2 in the surface carbon cycle which should be sequestered in the Earth's mantle? We're treating the atmosphere as a landfill &amp; interrupting the water cycle threatening our food &amp; clean drinking water.,1.5109629192063754e+18,en,0.0,0.0,0.0,0.0,unrelated,,Plant based food should be subsidized,1
411,411.0,6881,"Friend of mine who is married and the sole breadwinner with 3 kids and is a school teacher, just told me his monthly mortgage payment is going up $150 a month because of the property tax increase. 

Property tax is already theft but add this nonsense onto all the inflation.",1.511516316271878e+18,en,0.0,0.0,0.0,0.0,,,,
46,46.0,29285,"<MENTION> <MENTION> Most of the world eats a plantbased diet, though. Literally every third world country focuses on grains, legumes, and vegetables. All whole foods. Processed crap is expensive no matter what you eat. And it’s crap no matter if it’s plant sourced or not. Whole foods baby! 💪🏻",1.5104305954191483e+18,en,0.0,0.0,0.0,0.0,,,,
531,531.0,30553,"<MENTION> <MENTION> Doesn't matter, you can combine them with other different plant based food items in a balanced PB diet. 
Lentils also provide all ESSENTIAL amino acids.

Protein quality is a non issue on PB diets if a range of foods are combined, just like they should be.",1.5104512911804416e+18,en,0.0,0.0,0.0,0.0,,,,
377,377.0,3668,"<MENTION> <MENTION> Bunkum.

The figures comparing CO2 from beef production to that of others sources are distorted to create a false picture. Rotational grazing actually contributes to carbon capture.

No one should eat artificial meat. It will not be healthy to do so.

There is no climate crisis.",1.5113073259481907e+18,en,0.5398311018943787,0.0,0.0,0.0,,,,
47,47.0,14883,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> You just said some speech can be censored. Also many private businesses have been subsidized by the govt does that mean they get to dictate their business under the rules of a govt entity like farmers, auto industry, meat plants and banks?",1.511160498825347e+18,en,0.0,0.0,0.0,0.0,,,,
161,161.0,16113,"<MENTION> <MENTION> <MENTION> It's true, I think, that vegan diets can be healthful, but it takes very careful supplementation Beyond B12. Your own statement that it's not necessary shows the problem, because it implies, especially for children, harm.",1.5109214861225615e+18,en,0.6693921089172363,0.0,0.0,0.0,,,,
301,301.0,13129,"<MENTION> Like, I'm not vegetarian or vegan, but I would go to a lot of meat alternatives if they didn't cost sometimes twice as much as the real thing.",1.5107088211398984e+18,en,0.6949889659881592,0.0,0.0,0.0,,,,
273,273.0,1675,"<MENTION> <MENTION> <MENTION> Not supporting banning meat (that's individual choice of food), but definitely support disallowing open display-all year. You cannot compare grain kept in the open to meat display. Open display of meat is a gory sight. Package &amp; store, no one will stop you from selling/ eating.",1.511620962319573e+18,en,0.5464313030242921,0.0,0.0,0.0,,,,
834,834.0,15776,<MENTION> Same. I could do vegetarian but no way in hell vegan lol .,1.5107065452098765e+18,en,0.6669895052909851,0.0,0.0,0.0,,,,
832,832.0,973,<MENTION> Stop subsidizing loans.,1.5117365423054395e+18,en,0.0,0.0,0.0,0.0,,,,
673,673.0,24613,<MENTION> Good morning Stef! Have a great Thursday friend.,1.5119987871197225e+18,en,0.0,0.0,0.0,0.0,,,,
468,468.0,24136,<MENTION> Thank you! I just purchased a small house with a big yard baded on your videos and writings about prepping and food shortage. I intend to put in a vegetable and possibly fruit garden.,1.5100285109073142e+18,en,0.5437626242637634,0.0,0.0,0.0,,,,
988,988.0,12861,<MENTION> Happy Birthday. I’d finish shooting early &amp; get out for some food &amp; drinks with your production crew. Who should of bought you a cake 🎂 you and Dan Walker on Channel 5 Yorkshire’s in da house!,1.5110073205280154e+18,en,0.0,0.0,0.0,0.0,,,,
505,505.0,15231,"<MENTION> My entire family is vegan, vegetarian or pescatarian. We’ve had them all. Beyond and impossible are good!  The impossible whopper is a good one to start with.",1.5115542852003594e+18,en,0.6679856181144714,0.0,0.0,0.0,,,,
95,95.0,27514,ate organic grocyer store sushi and yerb today feel like superman souljaa boy,1.5119397016487483e+18,en,0.0,0.0,0.0,0.0,,,,
112,,13145,"<MENTION> <MENTION> I agree meat has been our major part of diet since ages, but science agrees that there are so many alternatives to meat for protein like soya, paneer, channa etc.",1.5104985621859738e+18,en,0.6922683715820312,1.0,1.0,1.0,explicit,expert,Meat alternatives should be encouraged,1
74,,16717,<MENTION> as a person who does not like vegetables and fruits this is a very hard question for me to answer,1.5114882115157563e+18,en,0.6469981074333191,0.0,0.0,0.0,,,We should discourage fruits and vegetable consumption,lacks context
671,671.0,30360,"<MENTION> <MENTION> In theory someone doesn't need to eat plant-based diet to be vegan, if that isn't possible for you because of a disability or illness or lack of access. All you need to do is avoiding to contribute to harming animals in ways that are practically possible for you. +",1.5111312196096655e+18,en,0.6819753646850586,0.0,0.0,0.0,,,,
101,,24,<MENTION> <MENTION> <MENTION> Many fruit &amp; veg (which contain natural acid) don’t trigger flare ups- The list is long and varied (obs this may not apply to you) but after a little digging I found some doctors do reccomend a plant based diet to ease the inflammation. Going meatless is even recommended by ICA,1.509273971438633e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should exempt meat production from carbon taxes,1
111,111.0,5305,"<MENTION> <MENTION> You B gaslighting. Everyone knows that Biden/Dems policy is stop domestic production. KeystoneXL pipeline was stopped first day ,won’t drill in Anwar stopped fracking and have put huge TAXES on gas.dems wanna buy it from Middle East opec &amp; gave Russianpipe the 👌 daaa nice try",1.509270081485742e+18,en,0.0,0.0,0.0,0.0,,,,
615,615.0,30354,"<MENTION> The science disagrees with you as a plant-based diet (part of veganism) uses significantly fewer resources.

And replacing one product which does less harm to the planet &amp; inflicts much less cruelty to animals is the whole point! That’s how boycotts work. Keep up bud.",1.511144965757317e+18,en,0.6741147041320801,0.0,0.0,0.0,,,,
158,158.0,9550,<MENTION> And is in AB got a knife in our heart! AGAIN!!! You and your fcuking Carbon Tax are killing our O&amp;G Industry. I can’t wait for the day when the table turns.,1.5115240932243702e+18,en,0.0,0.0,0.0,0.0,,,,
466,466.0,20731,"There’s not enough adequate vegans on social media, who advocate for veganism without making people who eat meat feel bad.",1.511699994138534e+18,en,0.6550899147987366,0.0,0.0,0.0,,,,
866,866.0,29629,"I'm eating whole grains, fish and vegetables. Who is awarding healthy lunch prizes today?",1.5110269810806088e+18,en,0.0,0.0,0.0,0.0,,,,
43,,13174,<MENTION> That is great! Any plans of introducing plant based meat and cheese alternatives?,1.5100128181032796e+18,en,0.7073924541473389,0.0,0.0,0.0,,,Meat alternatives should be encouraged,0
766,766.0,25900,<MENTION> Leonardo is missing since the pizza isn’t vegetarian??,1.5118281902050386e+18,en,0.0,0.0,0.0,0.0,,,,
643,643.0,1605,<MENTION> 1st they should stop beef/meat export ?,1.5116811583917711e+18,en,0.617289125919342,0.0,0.0,0.0,,,,
496,496.0,17961,<MENTION> Give your children healthy food to avoid the dad bod haha,1.51185511489767e+18,en,0.0,0.0,0.0,0.0,,,,
285,285.0,24836,"Fe fi fo fum
I smell the blood of a Twitter pile on
Be him a big fruit and me just a quince
I predict my arse will soon be mince",1.5119880314478305e+18,en,0.0,0.0,0.0,0.0,,,,
334,334.0,14492,"The thing about money is it has to be taken care of ,

It also has to be invested or planted into the right soil. 

Its like a plant ais some ways .",1.5100604165415404e+18,en,0.0,0.0,0.0,0.0,,,,
