tweet,id,lang,score,evidence,claim,procon,arg_type,evidence_type,topic,argumentative,unrelated_prob
"<MENTION> No need to destabilize. Start from small chicken piece in beginning, solowly increase the intake of meat, decreaae plant based diet day by day and within one year, convert to non vegetarian. Due to this process, slowly you would become meat eater while maintaining stability.",1.5119637005796352e+18,en,0.5463263392448425,0.0,0.3333333333333333,0.0,,,Plant based food should be encouraged,0.6,0.5
"<MENTION> No need to destabilize. Start from small chicken piece in beginning, solowly increase the intake of meat, decreaae plant based diet day by day and within one year, convert to non vegetarian. Due to this process, slowly you would become meat eater while maintaining stability.",1.5119637005796352e+18,en,0.5463263392448425,0.0,0.16666666666666666,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.5
"<MENTION> No need to destabilize. Start from small chicken piece in beginning, solowly increase the intake of meat, decreaae plant based diet day by day and within one year, convert to non vegetarian. Due to this process, slowly you would become meat eater while maintaining stability.",1.5119637005796352e+18,en,0.5463263392448425,0.0,0.0,0.0,unrelated,,We should reduce the consumption of meat,0.6,
<MENTION> So it works with every fruits and vegetables or some of them,1.5110512054052127e+18,en,0.0,0.0,0.4,0.0,,,Plant based food should be encouraged,0.6,0.2
<MENTION> So it works with every fruits and vegetables or some of them,1.5110512054052127e+18,en,0.0,0.0,0.4,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.2
<MENTION> So it works with every fruits and vegetables or some of them,1.5110512054052127e+18,en,0.0,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.6,
"<MENTION> I know many people whose partners switched to veganism once they saw the reasonable argument behind it. You can also date a vegetarian and help them go vegan. Lot more people would go vegan if it was easier for them to obtain quality, delicious vegan food",1.5110787374539323e+18,en,0.6715462803840637,0.0,1.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.0
"<MENTION> I know many people whose partners switched to veganism once they saw the reasonable argument behind it. You can also date a vegetarian and help them go vegan. Lot more people would go vegan if it was easier for them to obtain quality, delicious vegan food",1.5110787374539323e+18,en,0.6715462803840637,0.0,0.0,0.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.6,
"<MENTION> <MENTION> <MENTION> If we stop buying the meat excessively, they will stop producing excessively.

We as consumers have power.",1.5112178704406528e+18,en,0.7405656576156616,1.0,0.2,-1.0,implicit,normative,Meat alternatives should be encouraged,0.6,0.0
"<MENTION> <MENTION> <MENTION> If we stop buying the meat excessively, they will stop producing excessively.

We as consumers have power.",1.5112178704406528e+18,en,0.7405656576156616,1.0,0.2,-1.0,implicit,normative,We should pursue policies that promote sustainable foods,0.6,0.0
"<MENTION> <MENTION> <MENTION> If we stop buying the meat excessively, they will stop producing excessively.

We as consumers have power.",1.5112178704406528e+18,en,0.7405656576156616,1.0,0.6,-1.0,implicit,normative,We should reduce the consumption of meat,0.6,0.0
"<MENTION> <MENTION> <MENTION> If we stop buying the meat excessively, they will stop producing excessively.

We as consumers have power.",1.5112178704406528e+18,en,0.7405656576156616,1.0,1.0,-1.0,unrelated,normative,We should pursue policies that promote sustainable foods,0.6,
"<MENTION> <MENTION> Wrong, bitter Chad. I’m an advocate for a plant-based diet while never telling other people what they should or shouldn’t eat. Only what works for me. And McDonald’s also offers vegan alternatives, so take your jealous outrage and shove it up your ignorant ass. #fail",1.5115593896934277e+18,en,0.5928119421005249,0.0,0.8333333333333334,0.0,,,Plant based food should be encouraged,1.0,0.16666666666666666
"<MENTION> <MENTION> Wrong, bitter Chad. I’m an advocate for a plant-based diet while never telling other people what they should or shouldn’t eat. Only what works for me. And McDonald’s also offers vegan alternatives, so take your jealous outrage and shove it up your ignorant ass. #fail",1.5115593896934277e+18,en,0.5928119421005249,0.0,0.16666666666666666,0.0,,,Meat alternatives should be encouraged,1.0,0.16666666666666666
"<MENTION> <MENTION> Wrong, bitter Chad. I’m an advocate for a plant-based diet while never telling other people what they should or shouldn’t eat. Only what works for me. And McDonald’s also offers vegan alternatives, so take your jealous outrage and shove it up your ignorant ass. #fail",1.5115593896934277e+18,en,0.5928119421005249,0.0,0.16666666666666666,0.0,,,Vegan and vegetarian diets should be encouraged,1.0,0.16666666666666666
"<MENTION> <MENTION> Wrong, bitter Chad. I’m an advocate for a plant-based diet while never telling other people what they should or shouldn’t eat. Only what works for me. And McDonald’s also offers vegan alternatives, so take your jealous outrage and shove it up your ignorant ass. #fail",1.5115593896934277e+18,en,0.5928119421005249,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,1.0,
"I mean, <MENTION> is it too much to ask for a singularly focused page where I can find new things to read and buy, and don’t have to think about the lingonberry jam that’s been in my Whole Foods cart for the last four months?",1.5115877010399355e+18,en,0.0,0.0,0.25,0.0,,,We should pursue policies that promote sustainable foods,0.6,0.75
"I mean, <MENTION> is it too much to ask for a singularly focused page where I can find new things to read and buy, and don’t have to think about the lingonberry jam that’s been in my Whole Foods cart for the last four months?",1.5115877010399355e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.6,
<MENTION> Im going to increase my intake of red meat cause climate change is the biggest hoax going,1.5114742257725645e+18,en,0.5453171730041504,0.0,0.25,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.25
<MENTION> Im going to increase my intake of red meat cause climate change is the biggest hoax going,1.5114742257725645e+18,en,0.5453171730041504,0.0,0.5,0.0,,,We should reduce the consumption of meat,0.8,0.25
<MENTION> Im going to increase my intake of red meat cause climate change is the biggest hoax going,1.5114742257725645e+18,en,0.5453171730041504,0.0,0.0,0.0,unrelated,,We should reduce the consumption of meat,0.8,
"<MENTION> <MENTION> Ahaha you can find just as much if not more in plant based diet 😄. Or if your taste buds really can't let the taste of meat go, you can always go for lab developed meat",1.5107111200210985e+18,en,0.545450747013092,0.0,0.8,0.0,,,We should reduce the consumption of meat,0.6,0.0
"<MENTION> <MENTION> Ahaha you can find just as much if not more in plant based diet 😄. Or if your taste buds really can't let the taste of meat go, you can always go for lab developed meat",1.5107111200210985e+18,en,0.545450747013092,0.0,0.6,0.0,,,Plant based food should be encouraged,0.6,0.0
"<MENTION> <MENTION> Ahaha you can find just as much if not more in plant based diet 😄. Or if your taste buds really can't let the taste of meat go, you can always go for lab developed meat",1.5107111200210985e+18,en,0.545450747013092,0.0,0.4,0.0,,,Meat alternatives should be encouraged,0.6,0.0
"<MENTION> <MENTION> Ahaha you can find just as much if not more in plant based diet 😄. Or if your taste buds really can't let the taste of meat go, you can always go for lab developed meat",1.5107111200210985e+18,en,0.545450747013092,0.0,0.2,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.0
"<MENTION> <MENTION> Ahaha you can find just as much if not more in plant based diet 😄. Or if your taste buds really can't let the taste of meat go, you can always go for lab developed meat",1.5107111200210985e+18,en,0.545450747013092,0.0,0.2,0.0,,,We should pursue policies that promote sustainable foods,0.6,0.0
"<MENTION> <MENTION> Ahaha you can find just as much if not more in plant based diet 😄. Or if your taste buds really can't let the taste of meat go, you can always go for lab developed meat",1.5107111200210985e+18,en,0.545450747013092,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.6,
People that say “ gOiNg vEgan isN’t heAlthy “ must forgot that fruit and vegetables are vegan . .,1.5100228274660065e+18,en,0.644133985042572,0.0,0.8,0.0,,,Vegan and vegetarian diets should be encouraged,0.75,0.2
People that say “ gOiNg vEgan isN’t heAlthy “ must forgot that fruit and vegetables are vegan . .,1.5100228274660065e+18,en,0.644133985042572,0.0,0.0,0.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.75,
"<MENTION> <MENTION> A modified Carnivore diet is what I’m currently on, meats, berries, fermented foods mostly. I’ve also tried a more plant based approach with kale shakes loaded with things like ginger, turmeric, and beet but it was eh. The less carb high protein and fat diets work best for me.",1.511723761426436e+18,en,0.5168508887290955,0.0,0.25,0.0,,,Plant based food should be encouraged,0.6,0.25
"<MENTION> <MENTION> A modified Carnivore diet is what I’m currently on, meats, berries, fermented foods mostly. I’ve also tried a more plant based approach with kale shakes loaded with things like ginger, turmeric, and beet but it was eh. The less carb high protein and fat diets work best for me.",1.511723761426436e+18,en,0.5168508887290955,0.0,0.5,0.0,,,We should reduce the consumption of meat,0.6,0.25
"<MENTION> <MENTION> A modified Carnivore diet is what I’m currently on, meats, berries, fermented foods mostly. I’ve also tried a more plant based approach with kale shakes loaded with things like ginger, turmeric, and beet but it was eh. The less carb high protein and fat diets work best for me.",1.511723761426436e+18,en,0.5168508887290955,0.0,0.25,0.0,,,Meat alternatives should be encouraged,0.6,0.25
"<MENTION> <MENTION> A modified Carnivore diet is what I’m currently on, meats, berries, fermented foods mostly. I’ve also tried a more plant based approach with kale shakes loaded with things like ginger, turmeric, and beet but it was eh. The less carb high protein and fat diets work best for me.",1.511723761426436e+18,en,0.5168508887290955,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.6,
"All hindu plp
See this post surely

Those who want to eat with out halal food 
Go and eat 
With out halal is not healthy for human 

So don't created tense suitation by telling ban halal
BCz  of you cheap plp india is going down
We Muslim also eating in hindu restuarant also  (1)",1.510085369290629e+18,en,0.0,0.0,0.0,0.0,,,Plant based food should be encouraged,0.2,
"Well <MENTION> <MENTION> <MENTION> <MENTION> I would have like to have reviewed <MENTION> plant-based katsu burger for you, but they elected to give me the meat one instead...",1.5116865913198428e+18,en,0.0,0.0,0.5,0.0,,,Meat alternatives should be encouraged,0.6,0.5
"Well <MENTION> <MENTION> <MENTION> <MENTION> I would have like to have reviewed <MENTION> plant-based katsu burger for you, but they elected to give me the meat one instead...",1.5116865913198428e+18,en,0.0,0.0,0.25,0.0,,,Plant based food should be encouraged,0.6,0.5
"Well <MENTION> <MENTION> <MENTION> <MENTION> I would have like to have reviewed <MENTION> plant-based katsu burger for you, but they elected to give me the meat one instead...",1.5116865913198428e+18,en,0.0,0.0,0.0,0.0,unrelated,,Meat alternatives should be encouraged,0.6,
"<MENTION> I think there are 2 main reasons: 

1. Production is small scale for plant-based meats (comparatively)

2. animal agriculture subsidies = low consumer cost for animal products

I’ve read in a few places that they expect to lower prices by next yr by expanding manufacturing",1.5116731014985974e+18,en,0.5215266942977905,0.0,0.3333333333333333,0.0,,,Meat alternatives should be encouraged,0.6,0.0
"<MENTION> I think there are 2 main reasons: 

1. Production is small scale for plant-based meats (comparatively)

2. animal agriculture subsidies = low consumer cost for animal products

I’ve read in a few places that they expect to lower prices by next yr by expanding manufacturing",1.5116731014985974e+18,en,0.5215266942977905,0.0,0.6666666666666666,0.0,,,Plant based food should be encouraged,0.6,0.0
"<MENTION> I think there are 2 main reasons: 

1. Production is small scale for plant-based meats (comparatively)

2. animal agriculture subsidies = low consumer cost for animal products

I’ve read in a few places that they expect to lower prices by next yr by expanding manufacturing",1.5116731014985974e+18,en,0.5215266942977905,0.0,0.3333333333333333,0.0,,,We should reduce the consumption of meat,0.6,0.0
"<MENTION> I think there are 2 main reasons: 

1. Production is small scale for plant-based meats (comparatively)

2. animal agriculture subsidies = low consumer cost for animal products

I’ve read in a few places that they expect to lower prices by next yr by expanding manufacturing",1.5116731014985974e+18,en,0.5215266942977905,0.0,0.0,0.0,unrelated,,We should reduce the consumption of meat,0.6,
"<MENTION> Like, I'm not vegetarian or vegan, but I would go to a lot of meat alternatives if they didn't cost sometimes twice as much as the real thing.",1.5107088211398984e+18,en,0.6949889659881592,0.0,0.6666666666666666,0.0,,,Meat alternatives should be encouraged,0.8,0.0
"<MENTION> Like, I'm not vegetarian or vegan, but I would go to a lot of meat alternatives if they didn't cost sometimes twice as much as the real thing.",1.5107088211398984e+18,en,0.6949889659881592,0.0,0.3333333333333333,0.0,,,Vegan and vegetarian diets should be encouraged,0.8,0.0
"<MENTION> Like, I'm not vegetarian or vegan, but I would go to a lot of meat alternatives if they didn't cost sometimes twice as much as the real thing.",1.5107088211398984e+18,en,0.6949889659881592,0.0,0.0,0.0,unrelated,,Meat alternatives should be encouraged,0.8,
"<MENTION> Force women to be baby machines, strip them of their rights over their own bodies Control what children read &amp; teachers teach. Withhold food &amp; healthcare from Americans who can’t afford them. But don’t tax Elon, Jeff, Bernard or Bill any more than they already are.",1.5116792925639311e+18,en,0.0,0.0,0.16666666666666666,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.8333333333333334
"<MENTION> Force women to be baby machines, strip them of their rights over their own bodies Control what children read &amp; teachers teach. Withhold food &amp; healthcare from Americans who can’t afford them. But don’t tax Elon, Jeff, Bernard or Bill any more than they already are.",1.5116792925639311e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.8,
"The labour crisis in Scottish farming has caused:
1. Disruption to food supply
2. Crops rotting in fields
3. Culling of healthy pigs
4. Poorer farmer mental health
5. Ultimately shifting food production abroad

Government need to act to address this.",1.5116698287126036e+18,en,0.0,0.0,0.6666666666666666,0.0,,,We should pursue policies that promote sustainable foods,1.0,0.3333333333333333
"The labour crisis in Scottish farming has caused:
1. Disruption to food supply
2. Crops rotting in fields
3. Culling of healthy pigs
4. Poorer farmer mental health
5. Ultimately shifting food production abroad

Government need to act to address this.",1.5116698287126036e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,1.0,
<MENTION> <MENTION> Mustard oil is better than any vegetable oil,1.511908105587622e+18,en,0.0,0.0,0.2,0.0,,,Plant based food should be encouraged,0.6,0.8
<MENTION> <MENTION> Mustard oil is better than any vegetable oil,1.511908105587622e+18,en,0.0,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.6,
"<MENTION> The UK meat industry is sustainable, however, the problem lies with other countries, clearing vast areas of forest and other vegitation, which naturally help the environment, to make way for unsustainable farming methods and ending up unable to raise livestock or grow crops.",1.5112528918556385e+18,en,0.5606483817100525,0.0,0.8,0.0,,,We should pursue policies that promote sustainable foods,0.6,0.0
"<MENTION> The UK meat industry is sustainable, however, the problem lies with other countries, clearing vast areas of forest and other vegitation, which naturally help the environment, to make way for unsustainable farming methods and ending up unable to raise livestock or grow crops.",1.5112528918556385e+18,en,0.5606483817100525,0.0,0.2,0.0,,,We should reduce the consumption of meat,0.6,0.0
"<MENTION> The UK meat industry is sustainable, however, the problem lies with other countries, clearing vast areas of forest and other vegitation, which naturally help the environment, to make way for unsustainable farming methods and ending up unable to raise livestock or grow crops.",1.5112528918556385e+18,en,0.5606483817100525,0.0,0.0,0.0,unrelated,,We should reduce the consumption of meat,0.6,
"#WorldHealthDay 
Under the guidance of revered Saint Gurmeet Ram Rahim Ji of Dera Sacha Sauda, millions took pledge to adopt vegetarian diet in their life 
<MENTION>",1.5119009825482506e+18,en,0.0,0.0,0.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.2,
"<MENTION> Stop packed food.
Check liver problems.
Eat salad and fruits, less of grains.
Stop meat, milk and egg.
Patanjali Lipidom.
Always have disprin tab with you in case of any pain.
In case of pain 1 disprin 325 mg+ 40 mg rovustatin+ 150 mg clopidrogel as emergency  treatment.",1.511923126451708e+18,en,0.0,0.0,0.6666666666666666,0.0,,,We should reduce the consumption of meat,0.6,0.0
"<MENTION> Stop packed food.
Check liver problems.
Eat salad and fruits, less of grains.
Stop meat, milk and egg.
Patanjali Lipidom.
Always have disprin tab with you in case of any pain.
In case of pain 1 disprin 325 mg+ 40 mg rovustatin+ 150 mg clopidrogel as emergency  treatment.",1.511923126451708e+18,en,0.0,0.0,0.3333333333333333,0.0,,,Plant based food should be encouraged,0.6,0.0
"<MENTION> Stop packed food.
Check liver problems.
Eat salad and fruits, less of grains.
Stop meat, milk and egg.
Patanjali Lipidom.
Always have disprin tab with you in case of any pain.
In case of pain 1 disprin 325 mg+ 40 mg rovustatin+ 150 mg clopidrogel as emergency  treatment.",1.511923126451708e+18,en,0.0,0.0,0.3333333333333333,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.0
"<MENTION> Stop packed food.
Check liver problems.
Eat salad and fruits, less of grains.
Stop meat, milk and egg.
Patanjali Lipidom.
Always have disprin tab with you in case of any pain.
In case of pain 1 disprin 325 mg+ 40 mg rovustatin+ 150 mg clopidrogel as emergency  treatment.",1.511923126451708e+18,en,0.0,0.0,0.3333333333333333,0.0,,,We should pursue policies that promote sustainable foods,0.6,0.0
"<MENTION> Stop packed food.
Check liver problems.
Eat salad and fruits, less of grains.
Stop meat, milk and egg.
Patanjali Lipidom.
Always have disprin tab with you in case of any pain.
In case of pain 1 disprin 325 mg+ 40 mg rovustatin+ 150 mg clopidrogel as emergency  treatment.",1.511923126451708e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.6,
<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> I'll go ahead an add on here that I do not particularly care what vegans are doing with their food. This is a neat way to use these items. Simply pointing out an observation I had while drinking my coffee this morning.,1.5117207155144376e+18,en,0.6483667492866516,0.0,0.0,0.0,,,Plant based food should be encouraged,0.2,
"<MENTION> Oh?! Hmmm. Well, then you must eat lots of plants! 😬 Netflix has amazing plant based docs.",1.5117026908663808e+18,en,0.5143758058547974,0.0,0.0,0.0,,,We should reduce the consumption of meat,0.4,
<MENTION> <MENTION> And also a vegetable salad.,1.5118307860470538e+18,en,0.5203680396080017,0.0,0.0,0.0,,,We should pursue policies that promote sustainable foods,0.2,
Focus on adapting healthy  eating habits that are sustainable instead of “dieting”. Avoid following every new diet on the internet that may endanger our health,1.5112580592507986e+18,en,0.0,0.0,1.0,0.0,,,We should pursue policies that promote sustainable foods,0.6,0.0
Focus on adapting healthy  eating habits that are sustainable instead of “dieting”. Avoid following every new diet on the internet that may endanger our health,1.5112580592507986e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.6,
I dislike that I have to pay extra to eat a vegan/vegetarian alternatives in these cafe Kmt.,1.510922578814251e+18,en,0.6659841537475586,0.0,0.6,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.4
I dislike that I have to pay extra to eat a vegan/vegetarian alternatives in these cafe Kmt.,1.510922578814251e+18,en,0.6659841537475586,0.0,0.0,0.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.6,
"<MENTION> <MENTION> In theory someone doesn't need to eat plant-based diet to be vegan, if that isn't possible for you because of a disability or illness or lack of access. All you need to do is avoiding to contribute to harming animals in ways that are practically possible for you. +",1.5111312196096655e+18,en,0.6819753646850586,0.0,0.6,0.0,,,We should reduce the consumption of meat,0.8,0.0
"<MENTION> <MENTION> In theory someone doesn't need to eat plant-based diet to be vegan, if that isn't possible for you because of a disability or illness or lack of access. All you need to do is avoiding to contribute to harming animals in ways that are practically possible for you. +",1.5111312196096655e+18,en,0.6819753646850586,0.0,0.6,0.0,,,Vegan and vegetarian diets should be encouraged,0.8,0.0
"<MENTION> <MENTION> In theory someone doesn't need to eat plant-based diet to be vegan, if that isn't possible for you because of a disability or illness or lack of access. All you need to do is avoiding to contribute to harming animals in ways that are practically possible for you. +",1.5111312196096655e+18,en,0.6819753646850586,0.0,0.2,0.0,,,Plant based food should be encouraged,0.8,0.0
"<MENTION> <MENTION> In theory someone doesn't need to eat plant-based diet to be vegan, if that isn't possible for you because of a disability or illness or lack of access. All you need to do is avoiding to contribute to harming animals in ways that are practically possible for you. +",1.5111312196096655e+18,en,0.6819753646850586,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.8,
<MENTION> Plant based products are not in my future. I want real meat. Cows are not a big influence on climate issues. People are the biggest influence.,1.5117913705493094e+18,en,0.5375898480415344,0.0,0.6666666666666666,0.0,,,We should pursue policies that promote sustainable foods,1.0,0.0
<MENTION> Plant based products are not in my future. I want real meat. Cows are not a big influence on climate issues. People are the biggest influence.,1.5117913705493094e+18,en,0.5375898480415344,0.0,0.3333333333333333,0.0,,,We should reduce the consumption of meat,1.0,0.0
<MENTION> Plant based products are not in my future. I want real meat. Cows are not a big influence on climate issues. People are the biggest influence.,1.5117913705493094e+18,en,0.5375898480415344,0.0,0.6666666666666666,0.0,,,Plant based food should be encouraged,1.0,0.0
<MENTION> Plant based products are not in my future. I want real meat. Cows are not a big influence on climate issues. People are the biggest influence.,1.5117913705493094e+18,en,0.5375898480415344,0.0,0.0,0.0,unrelated,,We should reduce the consumption of meat,1.0,
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> my point is that if we keep saying that all alternatives are bad, we don’t don’t get anywhere and nothing gets better. people need to eat, commercial agriculture is the easiest way to eat, and veganism is the most ethical way to eat under a commercial agriculture model",1.511431367816618e+18,en,0.5139588713645935,0.0,0.16666666666666666,0.0,,,Meat alternatives should be encouraged,0.8,0.0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> my point is that if we keep saying that all alternatives are bad, we don’t don’t get anywhere and nothing gets better. people need to eat, commercial agriculture is the easiest way to eat, and veganism is the most ethical way to eat under a commercial agriculture model",1.511431367816618e+18,en,0.5139588713645935,0.0,0.8333333333333334,0.0,,,Vegan and vegetarian diets should be encouraged,0.8,0.0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> my point is that if we keep saying that all alternatives are bad, we don’t don’t get anywhere and nothing gets better. people need to eat, commercial agriculture is the easiest way to eat, and veganism is the most ethical way to eat under a commercial agriculture model",1.511431367816618e+18,en,0.5139588713645935,0.0,0.3333333333333333,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> my point is that if we keep saying that all alternatives are bad, we don’t don’t get anywhere and nothing gets better. people need to eat, commercial agriculture is the easiest way to eat, and veganism is the most ethical way to eat under a commercial agriculture model",1.511431367816618e+18,en,0.5139588713645935,0.0,0.16666666666666666,0.0,,,Plant based food should be encouraged,0.8,0.0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> my point is that if we keep saying that all alternatives are bad, we don’t don’t get anywhere and nothing gets better. people need to eat, commercial agriculture is the easiest way to eat, and veganism is the most ethical way to eat under a commercial agriculture model",1.511431367816618e+18,en,0.5139588713645935,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.8,
"<MENTION> Rent up, council tax up, energy up,broadband up, mobile contract up, food up, petrol up, car prices up. Nothing going down #ToryBrexitDisaster #JohnsonOut72",1.511732314316882e+18,en,0.0,0.0,0.16666666666666666,0.0,,,We should pursue policies that promote sustainable foods,0.6,0.8333333333333334
"<MENTION> Rent up, council tax up, energy up,broadband up, mobile contract up, food up, petrol up, car prices up. Nothing going down #ToryBrexitDisaster #JohnsonOut72",1.511732314316882e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.6,
"<MENTION> Dow smaller so u consume less calories. Otherwise there is no real advantage of it. it’s controlling what u eat in a restrictive manner and usually only to lose weight. Now if u can do all that and maintain a healthy relationship to food, great. But when h start looking",1.510411035374768e+18,en,0.0,0.0,0.3333333333333333,0.0,,,We should pursue policies that promote sustainable foods,0.75,0.6666666666666666
"<MENTION> Dow smaller so u consume less calories. Otherwise there is no real advantage of it. it’s controlling what u eat in a restrictive manner and usually only to lose weight. Now if u can do all that and maintain a healthy relationship to food, great. But when h start looking",1.510411035374768e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.75,
"<MENTION> Add vegetables to most of your foods, máa fi Ejo pami😩... Na you dey look for cheap healthy food",1.5114412453941125e+18,en,0.5726042985916138,0.0,0.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.4,
"<MENTION> If not that, then we should increase welfare requirements so much that the price of meat skyrockets and people are financially forced to move to non-meat alternatives.",1.5117975999757558e+18,en,0.7243049740791321,0.0,0.8,0.0,,,Meat alternatives should be encouraged,0.6,0.0
"<MENTION> If not that, then we should increase welfare requirements so much that the price of meat skyrockets and people are financially forced to move to non-meat alternatives.",1.5117975999757558e+18,en,0.7243049740791321,0.0,0.2,0.0,,,We should reduce the consumption of meat,0.6,0.0
"<MENTION> If not that, then we should increase welfare requirements so much that the price of meat skyrockets and people are financially forced to move to non-meat alternatives.",1.5117975999757558e+18,en,0.7243049740791321,0.0,0.0,0.0,unrelated,,We should reduce the consumption of meat,0.6,
"<MENTION> ✌️Hope ur not forgetting about the change of diet(plant based(fruits, veggies, whole grain/cereals) 🤔",1.5098247083631045e+18,en,0.5494337677955627,0.0,0.4,0.0,,,Meat alternatives should be encouraged,0.6,0.0
"<MENTION> ✌️Hope ur not forgetting about the change of diet(plant based(fruits, veggies, whole grain/cereals) 🤔",1.5098247083631045e+18,en,0.5494337677955627,0.0,0.6,0.0,,,Plant based food should be encouraged,0.6,0.0
"<MENTION> ✌️Hope ur not forgetting about the change of diet(plant based(fruits, veggies, whole grain/cereals) 🤔",1.5098247083631045e+18,en,0.5494337677955627,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.6,
"<MENTION> Great tips! This was actually my first foray into onion soup, but I was short on time so went with an InstaPot recipe, which was a bit quicker (80 minutes-ish). Went with a red ale instead of wine - it was quite good! will do a slow cook on the onions next time :)",1.5117243558348595e+18,en,0.0,0.0,0.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.2,
"<MENTION> <MENTION> Also, since you are mentioning books, please know that how the contents of the book has not been changed since a long time. Do checkout out several researches from prestigious organisations regarding how animal-based diet is unhealthy for you while plant-based diet is healthy",1.511597122751193e+18,en,0.5260109901428223,0.0,1.0,0.0,,,Plant based food should be encouraged,0.8,0.0
"<MENTION> <MENTION> Also, since you are mentioning books, please know that how the contents of the book has not been changed since a long time. Do checkout out several researches from prestigious organisations regarding how animal-based diet is unhealthy for you while plant-based diet is healthy",1.511597122751193e+18,en,0.5260109901428223,0.0,0.2,0.0,,,Vegan and vegetarian diets should be encouraged,0.8,0.0
"<MENTION> <MENTION> Also, since you are mentioning books, please know that how the contents of the book has not been changed since a long time. Do checkout out several researches from prestigious organisations regarding how animal-based diet is unhealthy for you while plant-based diet is healthy",1.511597122751193e+18,en,0.5260109901428223,0.0,0.4,0.0,,,We should reduce the consumption of meat,0.8,0.0
"<MENTION> <MENTION> Also, since you are mentioning books, please know that how the contents of the book has not been changed since a long time. Do checkout out several researches from prestigious organisations regarding how animal-based diet is unhealthy for you while plant-based diet is healthy",1.511597122751193e+18,en,0.5260109901428223,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.8,
"this is a dinner's menu, Boiled Chicken🍗, severed with Taco🌮 , then vegetable for today will recommend with Onion🧅",1.5117980660004577e+18,en,0.0,0.0,0.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.0,
<MENTION> <MENTION> So people who promote vegan or carnivore and have a diet plan to sell?,1.5119969240224768e+18,en,0.7456995248794556,0.0,1.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.8,0.0
<MENTION> <MENTION> So people who promote vegan or carnivore and have a diet plan to sell?,1.5119969240224768e+18,en,0.7456995248794556,0.0,0.3333333333333333,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.0
<MENTION> <MENTION> So people who promote vegan or carnivore and have a diet plan to sell?,1.5119969240224768e+18,en,0.7456995248794556,0.0,0.3333333333333333,0.0,,,We should reduce the consumption of meat,0.8,0.0
<MENTION> <MENTION> So people who promote vegan or carnivore and have a diet plan to sell?,1.5119969240224768e+18,en,0.7456995248794556,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.8,
Come to think of it even s student like me is wasting about 6k or 7k on online food delivery apps. And I eat home cooked meals and healthy but just a smoothie here or vegan something there. It adds up and is so stunningly unnoticeable,1.5112718839747994e+18,en,0.0,0.0,1.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.0
