index,tweet,id,lang,topic,score,argumentative,evidence,claim,procon,arg_type,evidence_type
10,"<MENTION> <MENTION> <MENTION> <MENTION> How would you be malnourished? Vegetables, fruits, pulses, legumes, etc have more vitamins &amp; minerals than any animal product &amp; have fiber which most people don’t get enough of &amp; don’t have cholesterol which is the primary cause of heart failure the leading cause of death",1.511764119845802e+18,en,We should add a carbon tax to food production,0.0,1,0.0,0.0,0.0,unrelated,
30605,"<MENTION> <MENTION> <MENTION> I agree fully with that actually. A plant based diet is only a component of veganism. 
Veganism being a greater respect for a shared planet.",1.510315660403888e+18,en,Plant based diets should be encouraged,0.7066527605056763,0,0.0,0.0,0.0,,
14974,"<MENTION> <MENTION> Continued, from Google: The program follows the nutrition guidelines developed by the USDA.

Adopted first in the city of San Francisco in 2010, Meatless Mondays initiative was adopted in March 2019 by then Mayor deBlasio for New York City-run government agencies &amp; institutions.",1.5102940057576653e+18,en,We should introduce meatless mondays,0.7318346500396729,0,0.0,0.0,0.0,,
3547,"<MENTION> Exactly. This is the case because the government subsidizes the meat and dairy industry like crazy. So changes need to be made so local food and produce are also subsidized, one way to do this is increase demand which had sky rocketed but still a ways to go.",1.509517625705046e+18,en,Meat alternatives should be subsidized,0.6523252725601196,0,0.0,0.0,0.0,,
58,"<MENTION> <MENTION> The very reason why meat is cheap is coz everyone is exploited in its production.
Its also heavily subsidized by govt coz it indirectly also supports the big pharma..

Its a hell hole..",1.5094438230127452e+18,en,Meat alternatives should be subsidized,0.6863020062446594,1,1.0,1.0,1.0,implicit,fact
30095,"<MENTION> Meat is one of the most nutrient dense foods available. It is vital that meat is readily available for those with lower income.

The nutritional profile of factory farmed vs free range is marginal. Ofc better to buy local/fr if possible, but alternative is still sufficient.",1.5102740104200315e+18,en,Meat alternatives should be subsidized,0.6338634490966797,0,0.0,0.0,0.0,,
12977,<MENTION> Idk how people here are not even taking into the account that some of us cannot eat red meat/meat in general due to the harmful effects it has on our bodies. Yes sir I’m TOTALLY eating alternatives because I wanna look cool and eating beyond/veggie stuff tells you I miss meat 🙄,1.5119159096480276e+18,en,Meat alternatives should be encouraged,0.7148952484130859,0,0.0,0.0,0.0,,
10180,<MENTION> <MENTION> Anybody have any idea what we're gonna do with the surplus CO2 in the surface carbon cycle which should be sequestered in the Earth's mantle? We're treating the atmosphere as a landfill &amp; interrupting the water cycle threatening our food &amp; clean drinking water.,1.5109629192063754e+18,en,Plant based food should be subsidized,0.0,0,0.0,0.0,0.0,,
3837,<MENTION> Building livestock farms followed by slaughter houses can boost domestic meat production and processing along with exports!,1.5097443205170627e+18,en,We have to increase production of meat,0.713086724281311,0,0.0,0.0,0.0,,
2,"<MENTION> Could you share the literature which supports that Irish beef and lamb production is low GHG compared with meat from non-ruminant animals? 

And will DAFM start recommending Irish people move towards a more plant-based diet on the basis of this report?",1.511066090113282e+18,en,We should encourage more fruits and vegetable consumption,0.0,0,0.0,0.0,0.0,,
16764,<MENTION> <MENTION> I don't like fruits or vegetables so I have a slight bias here.,1.5114315606371246e+18,en,We should discourage fruits and vegetable consumption,0.6651177406311035,0,0.0,0.0,0.0,,
31,<MENTION> facts. plant based diet &gt;&gt;,1.511848798980432e+18,en,Plant based should be encouraged,0.6822234392166138,lacks context,0.0,0.0,0.0,,
3575,"To reduce the dependence on the re-supply of resources from #Earth, meat production in #space is necessary for future long-term space #missions, especially beyond LEO. 👨🏼‍🚀",1.5119620918880297e+18,en,We have to increase production of meat,0.7661997079849243,0,0.0,0.0,0.0,,
12801,<MENTION> The amount of food that is going to waste during food production does not make it sustainable and effects the environment due to the green house gases #NUTR0800522,1.511038032413184e+18,en,We should invest in more plant based food production,0.603165328502655,0,0.0,0.0,0.0,,
20209,<MENTION> I thought you were going to say in light of food shortage Biden says we would all be getting a ration of Soylent Green..,1.5107750036665958e+18,en,We should subsidize green nutrition,0.6200248003005981,0,0.0,0.0,0.0,,
47,ian realize how much stuff could be plant-based until i started shopping at whole foods,1.5118857380440105e+18,en,Plant based should be subsidized,0.5185598134994507,0,0.0,0.0,0.0,,
4292,"<MENTION> why? havent you hear about meat raising agriculture being a major source of carbon emissions and by implication, climate change?",1.5114499685358141e+18,en,Plant based diets should be encouraged,0.0,0,0.0,0.0,0.0,,
3,<MENTION> <MENTION> <MENTION> <MENTION> Lol - and the wash post is the PR firm and Whole Foods is the official food supplier,1.511468873006076e+18,en,Meat alternatives should be encouraged,0.0,0,0.0,0.0,0.0,,
54,"<MENTION> People need to stop trying to recreate meat without the…ya know meat

Pause",1.5113834789940388e+18,en,We should introduce meatless mondays,0.4799636602401733,1,0.0,0.0,0.0,unrelated,
30057,<MENTION> The Roast Tenderstrips were a great meat free alternative to chicken and could be used in various ways. Does anyone have any products similar they would recommend as alternative? Meat-Free products are so hit and miss and this was a favourite :(,1.510919102445101e+18,en,We should add a carbon tax to food production,0.0,0,0.0,0.0,0.0,,
38,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> People have been making meat alternatives for centuries for various reasons. If people want to eat a meat analogue that causes much less death and environmental destruction, what's your problem?",1.5116515023345664e+18,en,Meat alternatives should be invested in,0.7467825412750244,1,1.0,1.0,1.0,implicit,fact
16512,<MENTION> Do you understand how our fruits and vegetables get to stores?,1.511719029710504e+18,en,We should subsidize fruits and vegetables,0.655029296875,0,0.0,0.0,0.0,,
34,"<MENTION> Not unless we were in an apocalyptic state and there were no alternatives, but this was available. My issue with alt meat is it generally doesn't save money, sometimes even costs more. No thanks.",1.509965006586192e+18,en,Meat alternatives should be invested in,0.6605374217033386,1,1.0,1.0,-1.0,implicit,anecdotal
30333,A doctor told me yesterday that she is recommending that all her patients switch to a plant-based diet because it is healthier!!!  It isn't healthier. 🤦‍♂️,1.51123423096508e+18,en,Plant based diets should be encouraged,0.7402935028076172,0,0.0,0.0,0.0,,
24721,<MENTION> A probe that is misdirected.... Perhaps we start with the low hanging fruit of bad leadership and poor services which are a result of bad leadership... That's a good starting point,1.5119931646299587e+18,en,We should subsidize green nutrition,0.0,0,0.0,0.0,0.0,,
17016,i need fruits &amp; vegetables i need to detox,1.5111558977703854e+18,en,Meat alternatives should be invested in,0.0,0,0.0,0.0,0.0,,
26,<MENTION> Yet we still pay Carbon tax!,1.5114982682444718e+18,en,We should add a carbon tax to food production,0.7369465827941895,lacks context,0.0,0.0,0.0,,
30834,<MENTION> <MENTION> If your right that plants have spirits and easily be The reincarnation of your grandma. That's even more reason to be on a plant-based diet because it takes a lot of plants to produce the meat that you eat!,1.5095212892283003e+18,en,Plant based diets should be encouraged,0.7129144668579102,0,0.0,0.0,0.0,,
32,<MENTION> <MENTION> So people who promote vegan or carnivore and have a diet plan to sell?,1.5119969240224768e+18,en,Vegetarian and vegan diets should be encouraged,0.7456995248794556,0,0.0,0.0,0.0,,
16949,<MENTION> Just eat some fruits n vegetables,1.5112459702557368e+18,en,We should subsidize fruits and vegetables,0.5752606391906738,0,0.0,0.0,0.0,,
3706,"<MENTION> Don't worry mr.mayor. If the consumption reduced, meat owners automatically reduce the production. Don't impose non- veg. It's a right of every human to select thier own food according to their taste as well as the economy.",1.511052091552592e+18,en,We have to increase production of meat,0.6974374651908875,0,0.0,0.0,0.0,,
71,<MENTION> <MENTION> How did the topic of vegetarian / vegan diets not come up at all?,1.5114080904400325e+18,en,Vegetarian and vegan diets should be encouraged,0.7467359900474548,0,0.0,0.0,0.0,,
9260,<MENTION> Say yes to carbon tax!!!,1.5118003196671508e+18,en,We should exempt meat production from carbon taxes,0.6985864639282227,0,0.0,0.0,0.0,,
4,"Finished 3 hours of condensing Mediterranean Diet stuff!

Key takeaways
All fruits
All vegetables
All nuts and seeds
All legumes
Whole grain
Lean meat
Eat with extra virgin olive oil
Cook with light olive oil

Avoid or limit
Sat fat
Trans fat
Added sugars of all types",1.5101034729722225e+18,en,We should introduce meatless mondays,0.0,0,0.0,0.0,0.0,,
21,<MENTION> <MENTION> Sounds like a recipe for a good game so far! Leafs firepower vs Panthers comebacks!,1.5115100043560264e+18,en,Meat alternatives should be invested in,0.0,0,0.0,0.0,0.0,,
15025,Vegan and vegetarian food would benefit so much from just doing their own thing or at least not make recreating meat dishes their main priority. Some vegetarian dishes are so delicious because they’re not trying to compare and just are. Lo han cai? 🤤 ❤️ Tofu noodles? 🥴 ❤️,1.5118746905784934e+18,en,Vegetarian and vegan diets should be encouraged,0.7437466382980347,0,0.0,0.0,0.0,,
0,"When u rent shit out, u still need permission on shit u bring. Food. Cakes. Balloons.  Bitch A BODY!! Yall need to get a fuckin clue. Green asses",1.5110387557166162e+18,en,We should exempt meat production from carbon taxes,0.0,1,0.0,0.0,0.0,unrelated,
62,<MENTION> Hey Kenney.  We're ok paying a carbon tax.  We care out the earth so  eff off if you don't.,1.5115560594034606e+18,en,We should exempt meat production from carbon taxes,0.6761776208877563,0,0.0,0.0,0.0,,
10500,"I shall use the carbon tax increase costs to farm in order to create food shortages &amp; ensure we can no longer provide food to Canadians at a reasonable cost &amp; blame it on climate change &amp; peaceful protesters, &amp; not at my failures as P.M.",1.5091445171942318e+18,en,We should add a carbon tax to food production,0.7598587274551392,0,0.0,0.0,0.0,,
16037,"<MENTION> Agree, but again this has nothing to do w/ veganism. If vegan diets fall short, the goal shouldn't be to dismiss them, but to find solutions, like cultured meat/dairy. And can still adopt other vegan practices like cruelty-free cosmetics, boycotting the circus, etc.",1.511721090137088e+18,en,Vegetarian and vegan diets should be discouraged,0.7323874831199646,0,0.0,0.0,0.0,,
18,But the rasboras as a society are in shambles. there was a bully and I had to separate him from the rest of them bc he was cutting off the others’ food supply?? So he’s in fish jail until I can figure out a solution. I think the school is too small rn so I’m gonna add more asap,1.511945667077415e+18,en,Plant based should be invested in,0.0,0,0.0,0.0,0.0,,
4354,<MENTION> <MENTION> <MENTION> <MENTION> ...of meat and plant based foods for everyone while sequestering carbon and increasing water carrying capacity of the soil. The only people this is not good for are the shareholders of companies like Monsanto/Bayer. 2/2,1.5103757039627878e+18,en,We should invest in more plant based food production,0.637251615524292,0,0.0,0.0,0.0,,
44,<MENTION> <MENTION> More people employed in plant based food production.,1.5119782407134085e+18,en,Plant based should be invested in,0.6059066653251648,lacks context,0.0,0.0,0.0,,
27157,<MENTION> If organic was a person,1.51199056349039e+18,en,We should subsidize fruits and vegetables,0.0,0,0.0,0.0,0.0,,
68,"<MENTION> <MENTION> <MENTION> Green energy act 
Selling hydro 
Forcing people to pick food or hydro 
Cap n trade 

Shall I go on",1.511495207384195e+18,en,We should subsidize green nutrition,0.5436710119247437,lacks context,0.0,0.0,0.0,,
4767,"Increasing soil organic carbon by 0.4% would increase production of major food crops by around 20-40% (IUCN, 2020)",1.5103204390626755e+18,en,We should invest in more plant based food production,0.6040462255477905,0,0.0,0.0,0.0,,
2261,"<MENTION> <MENTION> <MENTION> If we stop buying the meat excessively, they will stop producing excessively.

We as consumers have power.",1.5112178704406528e+18,en,We have to increase production of meat,0.7405656576156616,0,0.0,0.0,0.0,,
25565,<MENTION> Great reason to switch to vegetarian.,1.5119106063071683e+18,en,Vegetarian and vegan diets should be encouraged,0.7756161689758301,0,0.0,0.0,0.0,,
48,"<MENTION> why? havent you hear about meat raising agriculture being a major source of carbon emissions and by implication, climate change?",1.511449968535814e+18,en,We have to increase production of meat,0.708148717880249,1,1.0,1.0,-1.0,implicit,fact
14161,"<MENTION> Thanks for the great thread, <MENTION> At risk of being very pedantic, the report actually said a move towards plant-based diets *where appropriate*, which is key when it comes to balancing the environmental need with nutrition needs, especially in LMICs.",1.511614650164646e+18,en,Plant based food should be subsidized,0.5718389749526978,0,0.0,0.0,0.0,,
13149,<MENTION> Aldi and Costco have really great meatless alternatives!! I get “chicken” patties and veggie burgers and literally would not even realize they’re meat free if I hadn’t have bought them lol,1.5104250214911304e+18,en,Meat alternatives should be invested in,0.6464352607727051,0,0.0,0.0,0.0,,
30781,"I have no problem with one choosing a plant based diet. However, I do feel that the current trend of investing more in plant-based foods by Big Food Companies is mistaken. Many are starting to see the benefit of meat-only or high protein diets and ignoring such a trend...",1.509766859268272e+18,en,Plant based food should be subsidized,0.5710253119468689,0,0.0,0.0,0.0,,
4296,"<MENTION> If we cut out red meat, can we get a bigger rebate on our Carbon Tax in response to our contribution to the Cause? 😉",1.5114412763690025e+18,en,We should exempt meat production from carbon taxes,0.7159094214439392,0,0.0,0.0,0.0,,
2268,<MENTION> The U.S. could start with no longer subsidizing meat and dairy. That would be a move in the right direction. And also start subsidizing mobile farmers markets with organic produce in food deserts! 🥕 🥬 🍅,1.5100744547931054e+18,en,We should subsidize green nutrition,0.5511068105697632,0,0.0,0.0,0.0,,
20172,<MENTION> <MENTION> the FLAVOR IS WHAT MATTERS. green is so much flavorful and brings out the best in food.,1.5108397654525256e+18,en,We should subsidize green nutrition,0.5363080501556396,0,0.0,0.0,0.0,,
13124,<MENTION> This generation you speak of will never exist. Meat alternatives are not sustainable. We’d also have to euthanize animals to get them back in a controlled population effectively killing more than the meat industry will. So 🤷‍♂️,1.5107447611829535e+18,en,Meat alternatives should be subsidized,0.6323037147521973,0,0.0,0.0,0.0,,
49,"<MENTION> <MENTION> Look at those nutrition guides ... full house of green, yet people STILL parp on about soya being bad for you and that a plant based diet is expensive. Blah blah fucking blah.",1.5105731650717164e+18,en,We should subsidize green nutrition,0.6467897891998291,lacks context,0.0,0.0,0.0,,
13950,"<MENTION> <MENTION> <MENTION> this article doesnt take a lot into consideration
because we know an all out and out plant based diet isnt sustainable. 
these things do not take into consideration the shipment of all the different fruits and vegetables. it doesnt consider the fact people have to eat more to",1.5117183148668764e+18,en,We should encourage more fruits and vegetable consumption,0.6215535402297974,0,0.0,0.0,0.0,,
16244,Vegetables are better than fruits and if you say otherwise you shall be banished and left to fight amongst the others in the wilds you animal.,1.5120106074735575e+18,en,We should subsidize fruits and vegetables,0.559251606464386,0,0.0,0.0,0.0,,
74,<MENTION> Actually a lot of the fruit and vegetable production depends on large scale government funded water reservoir and irrigation systems. Plus those growers are also eligible for crop and revenue insurance programs. 😉,1.5118178314024223e+18,en,Plant based should be subsidized,0.4973068237304688,1,1.0,0.0,1.0,implicit,fact
2218,<MENTION> <MENTION> Nobody is stopping anyone from eating meat at home only sale of meat will stop at public place.,1.511254312055296e+18,en,We should stop subsidizing meat,0.6986548900604248,0,0.0,0.0,0.0,,
63,<MENTION> <MENTION> Not most but the meat alternatives are processed like everything else,1.5112182670037975e+18,en,Meat alternatives should be invested in,0.6933419704437256,lacks context,0.0,0.0,0.0,,
16065,<MENTION> <MENTION> Saving animals isn’t the only reason people have vegan diets. #fuckpeta,1.5113973741108756e+18,en,Vegetarian and vegan diets should be discouraged,0.7341402769088745,0,0.0,0.0,0.0,,
72,gonna buy some meat alternatives at the vegan shop !,1.510254724859183e+18,en,Meat alternatives should be encouraged,0.7242772579193115,1,1.0,0.0,1.0,implicit,anecdotal
20057,"Investing in nature, green energy and food ensures that we become more independent and that it is the future 2/2 #impactors #IMPACTors #impactxp #ImpactXPToken #impact",1.510987388155306e+18,en,We should subsidize green nutrition,0.6352900862693787,0,0.0,0.0,0.0,,
70,<MENTION> Why are their fruits on a vegetable list,1.5117704364424645e+18,en,We should discourage fruits and vegetable consumption,0.6195392608642578,0,0.0,0.0,0.0,,
9858,<MENTION> And the Carbon Tax?,1.5113977000544338e+18,en,We should add a carbon tax to food production,0.737241268157959,0,0.0,0.0,0.0,,
12559,<MENTION> <MENTION> So you want to socialize food production? Bold move.,1.511394742738817e+18,en,We should invest in more plant based food production,0.6098422408103943,0,0.0,0.0,0.0,,
1329,<MENTION> Actually we don't care if it's halal or something. Why does that even matter if we eat meat? People need to stop involving politics in everything.,1.5119275218387313e+18,en,We should stop subsidizing meat,0.6614567637443542,0,0.0,0.0,0.0,,
64,<MENTION> <MENTION> Aren’t we already paying carbon taxes to allow your lot to pay billions in subsidies to fossil fuel industries?,1.5098838894852465e+18,en,We should exempt meat production from carbon taxes,0.7037864923477173,0,0.0,0.0,0.0,,
22,The day I eat restaurant food I feel the worst the next day it’s not healthy keep away from that shit.,1.5107107732696023e+18,en,We should encourage more fruits and vegetable consumption,0.0,1,0.0,0.0,0.0,unrelated,
23436,<MENTION> In which case you have a sustainable diet. 😂,1.5119978895260426e+18,en,We should subsidize green nutrition,0.5534535050392151,0,0.0,0.0,0.0,,
17520,"<MENTION> When my parents force-fed me healthy food, they were confident they were giving me the best. But now, when I feed my children, I am not sure if what I am giving them is safe. Politics and pesticides are destroying our food culture#Valimai #Ajithkumar #Ak61💚👺👺",1.5119986624145859e+18,en,Vegetarian and vegan diets should be encouraged,0.0,0,0.0,0.0,0.0,,
12,"<MENTION> <MENTION> Ahh fair. But you are calculating the 6% based on the invested link or usd or crv,cvx and 3pool?",1.5116951558034022e+18,en,We should add a carbon tax to food production,0.0,0,0.0,0.0,0.0,,
23272,"<MENTION> Healthy oatmeal recipe. 
Happy Wednesday.",1.5115628881162609e+18,en,We should add a carbon tax to food production,0.0,0,0.0,0.0,0.0,,
17020,<MENTION> you like vegetables more than fruits,1.5111534248297144e+18,en,We should discourage fruits and vegetable consumption,0.6565874814987183,0,0.0,0.0,0.0,,
