tweet,label
"Nordic diet can lower blood sugar and cholesterol levels even without weight loss. Berries, veggies, fish, whole grains and rapeseed oil. These are the main ingredients of the Nordic diet concept that, for the past decade, have been recognized as extremely healthy, tasty and…",1
"<MENTION> you're all fucking shit
Everyone who is paid by the club isn't doing a good job, from the players, right down to the twitter admin, it's a joke, club needs sorting out but we've been saying that all year so what's the magic recipe to kick all these cunts up the arse",0
<MENTION> <MENTION> <MENTION> Stick to ya horse racing ya silly cow.. Gordon has been our best player since he came into the squad regularly,0
<MENTION> Eyo you got the recipe??? That looks so good!,0
"<MENTION> Ohhhh that soup looks so good. I'm stealing this idea, been needing a new black eyed pea recipe!",0
"Hi, Steve from Dartmouth. Our dog is currently in liver failure, and our vet is going through a list of possible causes. Recently started a raw food diet and wondering if there is history for raw food causing bacterial infections?",0
"<MENTION> 1 liter of gasoline 20.39 turkish liras. 1 kg of meat 100 turkish lira. A retired man takes nearly, 3.000 turkish liras. A public officer earns about 6000-7000 turkish liras.",0
"<MENTION> <MENTION> 1. (Almost) no sugar
2. No seed oil, only fruit oils like coconut, avocado, olive oil OR animal fat, butter, lard etc.
3. (Almost) no refined carbs. 
Eat whole foods, liver, meat,",0
"2. Prioritizing nutritious food 🍎🥬

Fruits, veggies, lean meats, whole grains and other high quality foods are going to keep you the most full

Which will help minimize the normal hunger that comes with reducing your calorie intake",1
Fruit in the morning is always good and sweet,1
"Stop cigarette smoking; Smoking can damage Ranal blood vessels, which decreases blood flow in the kidneys
 
Eat healthy, avoiding junk food and excess salt. Healthy eating habits help control our body weight and blood pressure",0
<MENTION> <MENTION> <MENTION> such a great long term project with an Awsome organic community,1
"<MENTION> <MENTION> <MENTION> No I live in a rural area, there are farmers markets in the summer. I grow my own tomatoes and peppers on my porch, I have a very overgrown vegetable garden but with my flower gardens dont have time or energy to sort it out.",1
<MENTION> you need  instructions on how to be polite ?,0
man when people bored tweet on here they sound so raunch. Time to get a life people. time to get a life.#music #trending #art #radio #news #twitch #news #business #food #livestream #healthy #housemusic  #fashion #magazine #racing #cars #anime #rap #Hiphop #facts,0
"<MENTION> I'm looking forward to when our local farmers market has fresh fruit and vegetables ❤ I won't buy at the grocery store, nasty 😨",1
"<MENTION> This is Filipino dish called Sinigang. Its basically pork, beef or fish stew with tamarind. My favorite dish of all time",1
"<MENTION> <MENTION> <MENTION> Olive oil contains potassium, magnesium, phosphorus, provitamin A, group B and K vitamins, which are better absorbed into the body by the olive oil.",1
<MENTION> My favourite food is vegetable Biryani,1
"<MENTION> These are Nigerian traditional dishes.
The first one is made out of yam flour, Yoruba calls it Amala, and the soup is tomato soup with ewedu, a local plant here
The second dish is a Nigerian dish aswell, made our of cassava flour, the soup beside it is a Mellon seed and vegetable",1
"I literally eat every last thing daily. Vegetables, fruits, starch, legumes, grains, seeds, and nuts",1
<MENTION> Nothing wrong with being a vegetable,0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> Dust across vegetable shops, grocery and fruit shops. It is very very unsafe for elderly and children to walk on the food path and streets because of this unfinished job <MENTION> <MENTION>",0
<MENTION> Even vegetable to see #100 don dey scarce  😂😂😂😂,0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> M&amp;S are bringing one out with no ale in.
It’s called a Steak pie. Not just any old ale  but no *******  ale 😂 !",0
<MENTION> Isn’t the point of a smoothie for it to BE organic?,0
<MENTION> Fruit/vegetable use like summer squash.,0
"<MENTION> Chicken vindaloo, vegetable samosa, pilau rice, papadum",0
<MENTION> <MENTION> It is a vegetable based dye and is 100% biodegradable and breaks down within a week leaving no trace. It is also non-toxic to the plants and animals in the water.,0
"<MENTION> <MENTION> I used both frozen turkey and chicken because I wanted both taste in the sauce..
Ingredients 
1: Mushroom( if you are in uk, you can get already sliced mushroom at Lidl)
2: Carrots
3: sweet corn
4: Red, yellow and green sweet peppers ( hives the food the best aroma)",1
"<MENTION> Heart-healthy diets are foods that are rich in nutrients which helps and manages the healthy functioning of the heart. They are mainly plant-based foods such as vegetables, fruits, nuts, whole grains, seeds and legumes.",1
<MENTION> Classic opera sm yg mix fruit cheesecake,0
"All my friend does is talk about food, she finally let me see her birth chart and she has NO TAURUS placements. I’m so damn confused. Bamboozled! Hoodwinked!! Like huh ?? 😭",0
"maybe mcd had like food poisoning, it was a sign for you not to eat it. stay positive am I right?!",0
It’s so tapped but the main thing I look forward to about my nights off is all the food I can eat without feeling like I’m gonna look fat in my costume 😂😅😢✌🏼,0
fuck this im goin back to league of legumes,0
<MENTION> Made up problem. Drink water and eat a whole foods diet of quality whole protein sources,1
<MENTION> She follows a mostly plant based dairy free diet.,1
Attention anyone that is suffering from long-haul Covid. It seem that inflammation is the culprit. A whole foods plant based diet will eliminate inflammation in your body. Eating animals causes inflammation. Plants have anti- inflammatory properties.🌱🌍,1
"Eat first
✅Rice, whole grains
✅Sweet potatoes
✅Legumes",1
<MENTION> <MENTION> <MENTION> It was dry bc Therese used brown rice instead of jasmine. The jasmine really soaks up the olive oil,0
"<MENTION> Oh, I used olive oil based butter, but olive oil would work just as well to sautée!",0
<MENTION> I like that the veganism came after being a landlord. Like they were trying to balance out the bad lol,0
"<MENTION> First Beat your meat, then start planning on an Empty tank with Post Nut Clarity",0
"<MENTION> think meat space law enforcement have no place onchain longterm, CC0 most effective

will be interesting to see how it plays out tho",0
"<MENTION> <MENTION> Gambling over Boar Goat (The King of Meat) 🤣🤣🤣.

Na to just dey look ooo...",0
"<MENTION> <MENTION> Athletes: eat 5 meals/day, 3 meals before 3PM. Each meal needs to have 20-30 g protein, minimum.  (1 gram/pound body weight/day). Fruits, veggies, whole grains, and hydrate all day long!",1
<MENTION> How does the diet green tea citrus taste? Sounds like it would taste good,0
"<MENTION> I’m in the Central San Joaquin Valley where we have 100+ temps for weeks on end. Spring: Lettuce, berries, asparagus, legumes. Summer: Tomatoes, peppers, squash, corn, pumpkins, potatoes. Fall: corn, cabbage, brussel sprouts etc. Stone fruit trees:spring. Citrus: winter.",0
"<MENTION> <MENTION> <MENTION> High levels of phytic acid which is anti nutirent,the whole grains cause inflammation and arterial plaque,whole grains contain many toxins including arsenic",1
"<MENTION> 1, 5 and 6 are typically same but in different forms. Should Add Legumes, Seeds and Pulses and Greens. They are balanced, lively and full of Satvic energy.",1
update for everyone: changing my favorite food from green beans to cucumber,0
"Dinner tonight, collard green zucchini brussel sprouts baked with olive oil lemon and lime and a pork roast.",0
"<MENTION> It's sad that even when you try to avoid these things they play these tricks. 

To offset this have had to find a specialty store for extra Virginia olive oil, etc.",0
"<MENTION> <MENTION> <MENTION> <MENTION> Yes it does, are you performing project when you order a steak and then predict the steak will come out ? A prophesy cannot be known to or achievable by ppl working toward it on thier own, the only way it’s prophesy is if luffy is actually pirate jesus reincarnated joyboy",0
<MENTION> Nothing crazy! I just think the alternatives I’ve been getting lately just don’t taste good &amp; sometimes after I eat it my stomach starts to hurt later 😪 lol I’d rather just stick to a meatless recipe instead,1
"<MENTION> Bro!!! Fruits and meat ankasa... It's magical... Mango and seafood, mango nd pork of beef, passion fruit with most meats even rabbit... Like whew",1
"Food Additives chemicals exist in  fat of your body.

So getting fat out  is  becoming healthy.",0
"<MENTION> Be careful of the Keto message.  Eat foods with carbs like apples, brown rice, whole grains etc  - they are good for you.  but adding some quality fats is also good.",1
"Inflammation is one of the biggest causes of chronic pain. Processed foods, refined grains, sugars and alcohol can all increase your inflammation levels. On the other hand, eating healthy fats, whole grains and lean proteins keep your inflammation down.",1
"Youth must not use Steroids for building muscles , It disrupts the normal production of hormones that results in severe skin , liver and kidney diseases . Intake of whole grains , Soya and Desi ghee with hard work is the best practice 
#FridayFitness 
Dera Sacha Sauda",1
"<MENTION> <MENTION> <MENTION> The Barefoot Contessa cooked a great cut of meat w/o oil on a very hot cast iron pan till it crusted on both sides, then oven finished w/herbed butter. Came out med rare &amp; perfect. I'm going to try it with one of the thick cap steaks from Costco, if prices ever come down to earth",0
<MENTION> <MENTION> Was gonna say I’ve never heard of air frying a steak before. I’m so intrigued now though,0
<MENTION> LMFAO tho interesting fact is my backyard has every vegetable and fruit you can find at a grocery store and herbs too!! And I usually use the food from my garden to make my meals LOL but ill be glad to make your meals everyday very wholesome uwu ✨,1
<MENTION> I’m getting real tired of this fake meat crap intruding on just about everything,1
<MENTION> It's getting better every day. The strong organic community is the key #ionsfollowions,0
"<MENTION> <MENTION> Generally no. High quality avocado oil is good. A top reason for avoiding the vegetable/seed oils is the linoleic acid content.

Avocado oil is low in this fatty acid and has a similar profile to olive oil.

Fats like ghee, tallow and coconut oil are even better though.",1
"<MENTION> <MENTION> <MENTION> This is true, but there are some sauces that aren't blasphemy. Steak au poivre is quite good (i.e., a peppercorn pan sauce with reduced cognac, heavy cream, and the fond from the bottom of the pan).",1
<MENTION> How dare u. Pig face is basically just pig skin. So imagine crunchy pork skin+pieces of pork meat+green chilis+white onions and lots of seasoning. It's the perfect food to pair with alcohol.,1
"<MENTION> I spend $80-120 a week single, eat out 4-5 nights (ie. Liquid 800kcal dinner).  In my ideal trad state that is 1 dozen eggs, 2 tins of tuna, 2 lbs of chicken, 2lbs of ground hamburg, 5 1lb frozen bags of stir fry veg, 1/2lb butter, 8oz olive oil, 2l coconut milk, fresh veg",0
"<MENTION> You gotta eat things like Potatos, whole grains like brown rice or oats , and beans + always eat your lettuce &amp; such with oil or fat. That will fill you up",1
"Overheard at my local organic food mart.
A: ""Russia invaded Ukraine.""
B: ""I know, but they have an app for that.""
Still scratching my head.",0
"People be like ""lizards don't do anything to you, they are harmless creatures who help to get rid of other critters""
Bro sat on my food and now I have food poisoning 🏴‍☠️",0
I’m going back plant based. 😌,1
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> You have no fucking point. Veganism is about doing one's best when possible to do so. In a survival situation, it is not non-vegan to kill and eat an animal. DIG?!",0
<MENTION> Ya but at the end of the day your regular eateries aren’t switching to Veganism so you’re still indirectly supporting animal cruelty right? Eating honey doesn’t hurt the bees it’s not like dairy. and local small honey batches don’t impact biodiversity per thorough research,1
"<MENTION> Nuts, fresh veggies, whole grains.  Wegmans, Mejiers, Whole Foods, Trader Joes, Walmart Super Stores, believe it or not. Organics preferred. The *good* stuff.

Multi-mineral, Multi-vitamin tablets.

Exercise. Chew everything *well*. Lots of water.

Results guaranteed.",0
"<MENTION> They're okay,  but compared to whole foods and sprouts it feels like they have a lot of frozen stuff.  Like a large portion of trader Joe's stores are frozen sections. Their cookie butter is dank though",0
"<MENTION> <MENTION> we also eat sweet olive oil. To accompany with foie, to sweeten desserts and breakfasts and even for salads and cheeses.",0
"<MENTION> This one is called ‘bhabhraa’. Bachka is a single-vegetable, single-slice thing (usually if brinjal, kaddu, and potato).",0
Poverty will make you think you have to finish the whole grains before tasting the meat(s) 😭,0
"<MENTION> a better diet. start with better breakfast, eating different snacks like fruits. GREEN TEA was a big change for me where i saw rapid weight loss in such short time and going gym or working out from home. Pressups,planks,sit-ups every single day. U need to be motivated 4 change",0
<MENTION> But some olive oil on your door hinges,0
"<MENTION> Saute garlic in olive oil, add flour, whisk in stock and milk. Salt and pepper. Stir in parmesan. Toss with fettuccine. Topped with Parmesan and fresh parsley. Really happy with how it turned out.",0
"<MENTION> <MENTION> <MENTION> <MENTION> Sorry, aren’t you that person before who said vegetable eaters are literal Hitler?",0
want to pull a winona at whole foods bc why not,0
"<MENTION> Grape, whole grains, proteins and any fruit that is more sweet than sour (bananas, peach, forest fruits)",0
"<MENTION> <MENTION> 
#ShareYourHealthSecret
Carbohydrate found in whole grains,fruits &amp; vegetables.Fat found in dairy products &amp; nuts .Protein found from fish,eggs,chicken.The whole meal contains Vitamin A,B,C,D,E,K &amp; some nutrients. 

<MENTION> 
<MENTION> 
<MENTION>",0
"<MENTION> Any kind of protein (meat, fish or something plant-based like lentils), a leafy green &amp; rice.",0
"<MENTION> Supplements: 

Gold C Vitamin C
Biotin 10000mcg
Kirkland fish oil
Aishi tokyo - this is vit c with gluta

And a lot of water + whole foods lately. Also trying to avoid sodium and fast food",1
"<MENTION> In the 60's and 70's in SE. QLD a scallop was a battered and fried slice of potato, and a potato cake was bubble and squeak, a fried pattie of mixed vegetable mash. 

In Melbourne in the sixties, we used ""scallop"" for potato scallop.",0
"<MENTION> What's this from?
Fruit basket??",0
"Crunch Master 4 Cheese Toasted Sesame Rice Crackers, Lysol Advanced Toilet Bowl Cleaner, Tillamook Medium Cheddar Cheese Loaf, Watts Brothers Farms Organic Peas, Chosen Foods 100% Pure Avocado Oil",0
<MENTION> <MENTION> <MENTION> As per organic compound or what??😭😭,0
Y’all not organic or original with the post,0
<MENTION> since both groups uses ads so i divert the topic to kcharts since its more organic than yt views🤷‍♀️🤷‍♀️,0
