,tweet,id,lang,score,topic
3807,"<MENTION> <MENTION> <MENTION> <MENTION> Meat production is killing the planet, you want to make  excuses to keep going, keep killing, keep taking babies from their mothers, keep eating 16 week old babies, just to make yourself feel better?",1.5100126977520476e+18,en,0.7132021188735962,We have to increase production of meat
3837,<MENTION> Building livestock farms followed by slaughter houses can boost domestic meat production and processing along with exports!,1.5097443205170627e+18,en,0.7130866050720215,We have to increase production of meat
3312,"<MENTION> <MENTION> So you want to increase the demand for grass-fed meat? Can we afford expansion of pastureland? Even if you wanted to keep the demand for grass-fed, it still requires an overall reduction in demand for animal products to eradicate the non grass-fed production methods, right?",1.5109916347413094e+18,en,0.7125164270401001,We have to increase production of meat
3640,<MENTION> Its true. Wheat and meat production has gone from stagnant to decrease.,1.5114789750584852e+18,en,0.711411714553833,We have to increase production of meat
28877,<MENTION> Beef is sustainable. Reduce consumption of it by 50% and replace it with fish. We’ll deplete our oceans. Synthetic meat. Why. Cows are good at producing the real thing.,1.5114134947463414e+18,en,0.7109618782997131,We have to increase production of meat
4381,Hi <MENTION> I think that a small amount of your energy/wealth should be invested in the development of synthetic meat. That would speed  the process to carbon neutrality up by a lot,1.5096635538290975e+18,en,0.7098547220230103,We have to increase production of meat
4292,"<MENTION> why? havent you hear about meat raising agriculture being a major source of carbon emissions and by implication, climate change?",1.5114499685358141e+18,en,0.708148717880249,We have to increase production of meat
3887,"Lab Grown Meat Fact Of The Day:

According to research from <MENTION> in less than a decade, companies have been able to reduce the production costs of cultivated meat by 99%.",1.5092813894216008e+18,en,0.7042811512947083,We have to increase production of meat
4372,"<MENTION> For each kilogram of beef produced, we need 1000 kilograms of cattle feed, 3,000 liters of water. We also need to deforest to produce the food for cows. It is no brainer that meat is the energy intensive industry on planet. Take meat off, we can cut carbon emissions by 35%",1.509934933015376e+18,en,0.7031280994415283,We have to increase production of meat
28939,<MENTION> Agreed on the bugs. If we can get sustainable farming right or lab grown meat done there is no need,1.510140357119406e+18,en,0.7008899450302124,We have to increase production of meat
4334,<MENTION> <MENTION> <MENTION> <MENTION> Good. Let us stop exports of meat. Meat is very very bad for the environment. Too much of carbon emissions. Europe is also planning to cut down.,1.5109116210229043e+18,en,0.6982564926147461,We have to increase production of meat
13124,<MENTION> This generation you speak of will never exist. Meat alternatives are not sustainable. We’d also have to euthanize animals to get them back in a controlled population effectively killing more than the meat industry will. So 🤷‍♂️,1.5107447611829535e+18,en,0.698163628578186,We have to increase production of meat
3706,"<MENTION> Don't worry mr.mayor. If the consumption reduced, meat owners automatically reduce the production. Don't impose non- veg. It's a right of every human to select thier own food according to their taste as well as the economy.",1.511052091552592e+18,en,0.6974374651908875,We have to increase production of meat
3835,<MENTION> <MENTION> The horror of meat production right here.,1.5097781285325537e+18,en,0.6970386505126953,We have to increase production of meat
30080,"<MENTION> this is not about obliterating meat eating altogether - it's about replacing factory farms w alternative sourced protein - there will no doubt always be some animals, such as those who raise their own for consumption locally! 
stop w the fear-mongering already",1.5106297418496778e+18,en,0.6955986022949219,We have to increase production of meat
3733,"<MENTION> We need to move towards self-sufficient living as much as possible  - at least you are some way on that with own meat production - it beats my herbs, rocket and spinach!!",1.5108886971635712e+18,en,0.6952251195907593,We have to increase production of meat
4345,"A change toward avoiding buying ( industrial, involving-raising-animal ) meat or dairy could :

1/5:  fight deforestation.
2/5: bring more green waste to feed soil quality, soil carbon capture, drought resilience and flood resilience.

⬇️",1.5105567107165143e+18,en,0.6948544979095459,We have to increase production of meat
3900,<MENTION> Stop eating meat. Shift grain production for animal farming into more sustainable farming.,1.5091852925232128e+18,en,0.6946912407875061,We have to increase production of meat
3771,<MENTION> <MENTION> I was talking to my wife about this last night actually. I have deep issues/concerns with industrial meat production and would need more space than here to describe it - but suffice to say life should be respected more than that. Nature won't permit this long term.,1.5104343700073595e+18,en,0.6943860650062561,We have to increase production of meat
3629,"<MENTION> <MENTION> #Dharma guides the Hindu way of life. To produce one kg of Beef 15,000 litres of water is required. Moreover mass production of meat leads to emission of undesirable gases which makes our planet even more fragile. 

Follow #Dharma. Save the planet. Please celebrate meatless #Eid",1.5115305992822784e+18,en,0.6918456554412842,We have to increase production of meat
1700,"<MENTION> On the contrary Meat Industry needs to be destroyed in India for a more stronger Nation.

At least Hindus should stop consuming meat for all 365 days a year. This will do wonders for the country.",1.5116022903141663e+18,en,0.6916947960853577,We have to increase production of meat
1571,<MENTION> Please urge governments to put money into growing meat without the animal involved. There are millions &amp; millions  people who will NEVER go vegan &amp; so there has to be an alternative for those who won't stop eating meat. We have the technology to do this but little is progressing,1.5117075652683448e+18,en,0.6901763677597046,We have to increase production of meat
4454,"<MENTION> No, meat prices are rising because you have allowed 1 company to purchase all its competitors and monopolize the market. I might also add, because of the 2017 tax cuts they don’t pay taxes. They abuse their employees and want zero regulations to restrict them. GOP ALLOWED THIS!",1.5099640658122342e+18,en,0.686915397644043,We have to increase production of meat
23502,"The importance of meat in a balanced diet for tens of millions of people in our country cannot be overstated.

We need to consider the environment impact, which should lead more people to game meat.

It has a growing reputation as a sustainable food source.

Let's keep pushing!",1.5109002771420406e+18,en,0.6860672235488892,We have to increase production of meat
4338,"<MENTION> <MENTION> Substitute meat or artificial meat should be provided
reduce carbon emissions
make processed meat",1.5107716474683023e+18,en,0.6846247911453247,We have to increase production of meat
2014,"<MENTION> People need to stop trying to recreate meat without the…ya know meat

Pause",1.5113834789940388e+18,en,0.6825082898139954,We have to increase production of meat
4270,"<MENTION> <MENTION> <MENTION> Um, not really, because meat farming produces way more CO2 than growing fruit, veg and grains and shipping them long distance in containers.

They could usefully cut out air freighted berries / flowers, but switching to a meat-based meal would more than undo the carbon benefits.",1.5118159410421555e+18,en,0.682055652141571,We have to increase production of meat
3618,"<MENTION> <MENTION> <MENTION> But no one of us is buying meat directly from the producers.
Sorry,but it's hard to believe that reducing the production wld hurt the consumers.
It wld hurt the supermarkets.
THEY are the ones who wld import.
For their full looking shelves.",1.5116373811531817e+18,en,0.6819041967391968,We have to increase production of meat
3885,"Cultivated meat may take up 95% less land than conventional beef production, says <MENTION> (<MENTION> “What’s clear is that cultivated meat offers the theory of change most optimistic to me. This is going to restore biodiversity and ecosystems.” #MeatTheFuture",1.509312539737264e+18,en,0.6818611025810242,We have to increase production of meat
1492,"<MENTION> We should all stop eating meat. Pigs, cows, you name it.

If we want to feed people responsibly, we have to dramatically reduce our meat consumption.",1.5117616311387873e+18,en,0.6804428100585938,We have to increase production of meat
13157,"<MENTION> <MENTION> <MENTION> <MENTION> Absolutely. We needed the calories and nutrition from meat back when we were hunter-gatherers. In the 21st Century, our capacities and challenges are different. (And there are many culinary alternatives already available, not just the prospect of lab grown meat.)",1.5102527319440343e+18,en,0.6792415380477905,We have to increase production of meat
3567,"<MENTION> Yes, but I produce meat within the current framework alongside intensive farming and intensive conservation and intensive non-food land use. Greater integration of conservation, farming and diets could dramatically reduce the land use and increase production. The problem is",1.5091292170820772e+18,en,0.67888343334198,We have to increase production of meat
28955,"<MENTION> Have you read some of the sustainable goals within the agenda 2030.  As beef farmers we should be worried, look up the c14 cities and see what they have signed up to with regard to meat consumption per capita.  It's scary.",1.5097251423517737e+18,en,0.676566481590271,We have to increase production of meat
3879,The world is full of people who think they're serious about climate change but who continue to eat meat. Do they know that we have to *completely decarbonize* by 2050 to have a fair chance at 1.5C? That meat production contributes 14% of all GHGs?,1.509347374078251e+18,en,0.6765124797821045,We have to increase production of meat
3877,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> Always prudent business practice to replace meat based means of production (i. e., profit maximization) with mechanical ones. So much less bother to deal with and no need to pretend caring.",1.5093671868752445e+18,en,0.6764248013496399,We have to increase production of meat
29183,"<MENTION> <MENTION> If we can reduce meat consumption by allowing people to eat more beans and other legumes and dairy to supplement, it will still result in less cruelty and death overall. Incremental is better than no progress at all. And most people's palate don't know beans exist.",1.51107183036638e+18,en,0.6763548851013184,We have to increase production of meat
3438,"<MENTION> And increase in the number of animals will cause even more ecological disturbance, also what is your point meat eating doesn't cause diseases it is a myth. We have to restort to meat eating because the vegetables are not nutritious enough.",1.5108687551982756e+18,en,0.67563796043396,We have to increase production of meat
28881,<MENTION> Sustainable farming is key NOT giving up red meat 🤦‍♀️,1.5113761972546273e+18,en,0.675176739692688,We have to increase production of meat
13115,"<MENTION> <MENTION> <MENTION> Stop being so aggressive until we formulate meat alternatives. please.

Not vegan alternatives,  meat. 

THEN we'll see more cows die of natural causes and not mass mated. 

Less chickens in cages.

Less pigs murdering and running in their own feces.",1.5109395159339336e+18,en,0.6737427115440369,We have to increase production of meat
4295,"<MENTION> its kind of regressive to have a meat diet when over 20% of the global carbon emissions is from agriculture, a big fraction being contributed by practices used for raising meat as food",1.5114472575348572e+18,en,0.6734461188316345,We have to increase production of meat
1362,"<MENTION> <MENTION> <MENTION> <MENTION> I will not stop eating meat but I have cut back on the amount I eat.
I do agree something does need be done about the industry and the way they treat animals thank you for caring and I hope it will help make change for the better. Keep up the great work.",1.51188634783275e+18,en,0.6732668876647949,We have to increase production of meat
3650,"<MENTION> I read a great book a few years ago about how we need to rebuild our soil as it's a very important carbon sink and one of the chapters was about using livestock to go out and fertilize it, meaning that meat production can be used to save the planet.",1.5114196008645222e+18,en,0.6719580292701721,We have to increase production of meat
3503,<MENTION> <MENTION> <MENTION> Yes but to be fair: we can expect a massive increase in meat and dairy consumption in emerging countries that will severely limit the impact of whatever we do.,1.5100154146208072e+18,en,0.6718571186065674,We have to increase production of meat
3811,"<MENTION> <MENTION> Good decision 👍, future of farming is in organic production and plant production 🥬🥕🥦🍆 instead of meat production. Wish you good luck 😍.",1.5099642488894054e+18,en,0.6714736223220825,We have to increase production of meat
3656,"<MENTION> You est meat because technology advance the production of it -also because its subsidized-, so how is this different from  the system i am advocating?",1.511364559990362e+18,en,0.6712630391120911,We have to increase production of meat
13014,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> People have been making meat alternatives for centuries for various reasons. If people want to eat a meat analogue that causes much less death and environmental destruction, what's your problem?",1.5116515023345664e+18,en,0.6696994304656982,We have to increase production of meat
2015,<MENTION> Stop eating meat for the betterment of humanity as it will majorly reduce carbon footprints 🙏,1.511382031791706e+18,en,0.6691969633102417,We have to increase production of meat
14081,"<MENTION> I think there are 2 main reasons: 

1. Production is small scale for plant-based meats (comparatively)

2. animal agriculture subsidies = low consumer cost for animal products

I’ve read in a few places that they expect to lower prices by next yr by expanding manufacturing",1.5116731014985974e+18,en,0.6689860224723816,We have to increase production of meat
3777,"<MENTION> <MENTION> <MENTION> <MENTION> Not saying that. I'd miss meat if we stopped farming it but it'd cope. I'm saying it's not the solution. Part of one, sure. If we stopped all animal farming the only way to substitute the volume of protein needed to feed the planet would mean escalating mass production practices.",1.51037918489992e+18,en,0.6681115627288818,We have to increase production of meat
28905,<MENTION> <MENTION> Yup. Including those of us who are really making the effort to eat more sustainable foods and cut back on factory-farmed meat. We know we’ll never measure up. That we’ll get dragged for a pat of butter or a spoonful of honey.,1.5110142990236467e+18,en,0.6668630838394165,We have to increase production of meat
3875,"<MENTION> Cull the global herd, eat less meat, let humans eat barley and other cereal stew. Most agricultural production is feed production.",1.5094019562630717e+18,en,0.664900541305542,We have to increase production of meat
28951,Eating meat is sustainable. April fools! #govegan,1.509886750080045e+18,en,0.6639654040336609,We have to increase production of meat
3568,<MENTION> I agree with you but if intensive farms produced meat like you there would be less meat produced and therefore less would have to be consumed to prevent an increase in the land used.,1.509123901481263e+18,en,0.6619810461997986,We have to increase production of meat
1978,<MENTION> <MENTION> Yep. I like meat but want to give it up so I can stop contributing negatively to the planet. I also want a farm someday. Solid meat alternatives make that more possible. Yall will be okay lol,1.5114009158231204e+18,en,0.66192626953125,We have to increase production of meat
3393,"There isn't any justification that a Hindu can make, religious or not for the continued increase of meat consumption in India. Its an utter degeneration of our societies morals that we have allowed it to be so normalized and accepted",1.5115042498965955e+18,en,0.6616407632827759,We have to increase production of meat
12799,<MENTION> I think that not enough is being done to make food production more sustainable which will have serious consequences in years to come. I think action on this matter should be urgent and that no country can escape the problem.,1.5110380760968602e+18,en,0.6616379618644714,We have to increase production of meat
16969,<MENTION> Increasing fruits and vegetables and decrease meat is a good start.,1.5112156033313137e+18,en,0.661446213722229,We have to increase production of meat
4310,<MENTION> Eating less process meat is the key.. too much carbon wasted in processing,1.5112560250639196e+18,en,0.6608148217201233,We have to increase production of meat
16890,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> They still use cattle and livestock to help grow the vegetables and fruits and plants y’all eat. Y’all still contribute to the issue. The livestock industry creates too much methane to be sustainable and meat eaters aren’t the only ones contributing to the issue,1.5113202721288602e+18,en,0.6607741117477417,We have to increase production of meat
29956,"TLDR: if you want to eat meat, try and source it from local suppliers (Rosie’s chicken at Pavilions is good) or a farmers market. AVOID beef. Yes it costs more but we shouldn’t eat meat a lot anyways. 

If we want our food to become safer, BREAK UP MEAT MONOPOLIES now.
/end",1.5092155516792136e+18,en,0.6606466770172119,We have to increase production of meat
28879,<MENTION> <MENTION> If they find it more sustainable or cruelty free than the meat industry just let them live Lak 😩😂,1.5114027054949745e+18,en,0.6604306101799011,We have to increase production of meat
28892,"<MENTION> <MENTION> <MENTION> We absolutely need lots of people* to eat less meat, for lots of reasons. But sustainable, scalable farming practices are needed for all crops, including arable. 
Not everyone can, obvs.",1.5112347683897795e+18,en,0.6603724956512451,We have to increase production of meat
3663,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> And this not even true lol you know how much meat goes to waste now and they still dont lower production rates people aren’t even eating meat as much as you think they are,1.5113135776757391e+18,en,0.659665584564209,We have to increase production of meat
1881,<MENTION> We will decide for ourselves wether or not we eat meat. Stop pushing vegetarianism!,1.5114536247271342e+18,en,0.6594651341438293,We have to increase production of meat
1686,"<MENTION> <MENTION> ""if we alls top eating meat"" is unrealistic. we wont suddenly stop eating animal products. demand would slowly go down.
animals are specifically bred to be killed or milked. if we consume less animal products less animals will be bred, so there just will be less animals.",1.5116112413824369e+18,en,0.6592413187026978,We have to increase production of meat
1608,<MENTION> I think we should stop trying to remove the meat from meat and start trying to remove the consciousness from the meat giver,1.5116778937638052e+18,en,0.658875584602356,We have to increase production of meat
3635,<MENTION> <MENTION> Eat different food. Incentivise the production and consumption of lower carbon healthier food. The last thing the world needs is more meat and dairy,1.5115031816874516e+18,en,0.6586222648620605,We have to increase production of meat
4478,"I’m not surprised they’re considering adding taxes to meat to lower consumption, I honestly predicted this. 

I’m pretty sure Co2 taxes are next followed by climate change mandates.",1.509099054352978e+18,en,0.7865330576896667,We should exempt meat production from carbon taxes
9699,<MENTION> No to Carbon Tax.,1.5114502795516723e+18,en,0.7487486600875854,We should exempt meat production from carbon taxes
9295,"<MENTION> <MENTION> well, no. we need a carbon tax.",1.5117769574777692e+18,en,0.740559458732605,We should exempt meat production from carbon taxes
3966,"<MENTION> <MENTION> Much of the fuel used on farms is exempt from the carbon tax. That said, there may be some additional measures needed to help farmers avoid costs. The rest of the video is nonsense.",1.5093144499870147e+18,en,0.7342308759689331,We should exempt meat production from carbon taxes
3943,<MENTION> The dollars I pay in carbon tax have not prevented a single ounce of carbon from entering our environment. What if my farm was carbon neutral? Shouldn’t I be exempt then from paying a carbon tax?,1.5113276680038769e+18,en,0.7318159937858582,We should exempt meat production from carbon taxes
9839,<MENTION> No carbon tax. Don't look up.,1.5114048220456387e+18,en,0.7269456386566162,We should exempt meat production from carbon taxes
5491,<MENTION> Not because of carbon taxes.,1.5113974881750671e+18,en,0.7267599105834961,We should exempt meat production from carbon taxes
5360,<MENTION> ❌ Say no carbon taxes,1.5118329869745193e+18,en,0.7267196774482727,We should exempt meat production from carbon taxes
4380,"<MENTION> If you eat meat not plants youre reducing global carbon emissions
DONT @ ME",1.5096878797857628e+18,en,0.7246695160865784,We should exempt meat production from carbon taxes
3939,"<MENTION> <MENTION> Farm fuel is not exempt from the carbon tax.
Go learn something.",1.5117343249990615e+18,en,0.7241233587265015,We should exempt meat production from carbon taxes
10113,"<MENTION> <MENTION> Those that the carbon tax is to be routed to, so as to reduce the amount of food they produce. Pre food crisis concepts unfortunately. Seem sinful now. Would have been far better to target it at those that incur the cost  to help them reduce their emissions.",1.511229151549743e+18,en,0.7197283506393433,We should exempt meat production from carbon taxes
9205,<MENTION> <MENTION> <MENTION> <MENTION> There will be no carbon tax under my government.,1.5118410914226012e+18,en,0.7196427583694458,We should exempt meat production from carbon taxes
4338,"<MENTION> <MENTION> Substitute meat or artificial meat should be provided
reduce carbon emissions
make processed meat",1.5107716474683023e+18,en,0.7191135287284851,We should exempt meat production from carbon taxes
3948,"<MENTION> Yea, agriculture. 
I figured since we sequester carbon,  the entire industry should be exempt...
Our equipment should be emissions control exempt, too.",1.511012234201211e+18,en,0.7169449925422668,We should exempt meat production from carbon taxes
4296,"<MENTION> If we cut out red meat, can we get a bigger rebate on our Carbon Tax in response to our contribution to the Cause? 😉",1.5114412763690025e+18,en,0.7159094214439392,We should exempt meat production from carbon taxes
9511,<MENTION> So is the carbon tax.  We won’t be able to afford food anyway.,1.5115650702868111e+18,en,0.7145931720733643,We should exempt meat production from carbon taxes
4626,<MENTION> Carbon tax is a irrelevant joke. Food production is just the same as any other business. All taxes are passed on and only the poor are affected with a lower standard of living,1.5111631514416128e+18,en,0.7143105268478394,We should exempt meat production from carbon taxes
4381,Hi <MENTION> I think that a small amount of your energy/wealth should be invested in the development of synthetic meat. That would speed  the process to carbon neutrality up by a lot,1.5096635538290975e+18,en,0.7104475498199463,We should exempt meat production from carbon taxes
9595,<MENTION> There will never be a carbon tax,1.511495651842216e+18,en,0.7088330984115601,We should exempt meat production from carbon taxes
9311,<MENTION> Use the carbon tax,1.511764373412397e+18,en,0.7080793380737305,We should exempt meat production from carbon taxes
10136,<MENTION> <MENTION> Carbon tax has an impact on delivery of food and products which makes everything more expansive.,1.5111073956652483e+18,en,0.7057442665100098,We should exempt meat production from carbon taxes
5596,<MENTION> <MENTION> <MENTION> How are you going to pay for it Mikey?  When carbon taxes make the produce unaffordable.,1.511141577665626e+18,en,0.7054978609085083,We should exempt meat production from carbon taxes
6282,<MENTION> <MENTION> <MENTION> Profits are after carbon taxes so any new tax is irrelevant to this conversation.,1.509610483334058e+18,en,0.7053370475769043,We should exempt meat production from carbon taxes
6020,<MENTION> Then why are we paying carbon taxes then?,1.5100093729398538e+18,en,0.7050105333328247,We should exempt meat production from carbon taxes
6128,<MENTION> <MENTION> Aren’t we already paying carbon taxes to allow your lot to pay billions in subsidies to fossil fuel industries?,1.5098838894852465e+18,en,0.7037864923477173,We should exempt meat production from carbon taxes
17453,"<MENTION> Red meat should be heavily taxed. Contributes 30% to global warming. Government should have a full right to tax the hell out of meat of Lamb, Goat, Beef etc. Discourage their consumption. Common sense dictates that, not stupid cliches like "" Let me eat what i want"".",1.5115121686882304e+18,en,0.7010062336921692,We should exempt meat production from carbon taxes
9260,<MENTION> Say yes to carbon tax!!!,1.5118003196671508e+18,en,0.6985864639282227,We should exempt meat production from carbon taxes
10448,<MENTION> ...if it covers all the passed on carbon taxes from shipping and food suppliers.,1.5092769481739223e+18,en,0.6981784105300903,We should exempt meat production from carbon taxes
6042,<MENTION> <MENTION> Also carbon taxes.,1.5099815599939502e+18,en,0.6973500847816467,We should exempt meat production from carbon taxes
9920,<MENTION> thanks... it does raise the issue if we should put a carbon tax on stuff that comes from countries that don't have a similar policy,1.5113809379840655e+18,en,0.6972273588180542,We should exempt meat production from carbon taxes
5876,<MENTION> Remove the carbon taxes,1.5103842078470636e+18,en,0.6962970495223999,We should exempt meat production from carbon taxes
5385,"<MENTION> <MENTION> <MENTION> <MENTION> No, we shoukd, but we should not have to pay any increase in taxes for something we cannot control. Carbon tax is a stupid mental idea that's nothing but a money grab.",1.5117548322222408e+18,en,0.6941623687744141,We should exempt meat production from carbon taxes
6421,<MENTION> You would add carbon tax,1.5107840130860646e+18,en,0.693303108215332,We should exempt meat production from carbon taxes
9421,<MENTION> <MENTION> <MENTION> Because no carbon tax.,1.5116825103920742e+18,en,0.6928626298904419,We should exempt meat production from carbon taxes
9830,<MENTION> That carbon tax is sure helping,1.5114081733824717e+18,en,0.692181408405304,We should exempt meat production from carbon taxes
9587,<MENTION> Yet we still pay Carbon tax!,1.5114982682444718e+18,en,0.6919733285903931,We should exempt meat production from carbon taxes
4291,"<MENTION> whats absurd about banning meat. Within the agriculture industry that contributes 20% of global carbon emissions, meat is the largest contributor. But you are obviously climate illiterate",1.51145212853948e+18,en,0.6913638114929199,We should exempt meat production from carbon taxes
5768,"<MENTION> <MENTION> <MENTION> I agree farmers can’t do that and I agree that the oil and gas industry so be taking those cost. However, I also think Ag corporations should be paying more taxes and more should be provided to the public sector. So it doesn’t need to be the carbon tax but it should be a tax.",1.5107776714830193e+18,en,0.6910685300827026,We should exempt meat production from carbon taxes
9447,<MENTION> Do you consider raising the carbon tax as the affordable thing to do?,1.5116593510685286e+18,en,0.6900550127029419,We should exempt meat production from carbon taxes
10500,"I shall use the carbon tax increase costs to farm in order to create food shortages &amp; ensure we can no longer provide food to Canadians at a reasonable cost &amp; blame it on climate change &amp; peaceful protesters, &amp; not at my failures as P.M.",1.5091445171942318e+18,en,0.6899112462997437,We should exempt meat production from carbon taxes
3940,"<MENTION> <MENTION> Farming fuel is exempt from the carbon tax.  Take your anger up with the oil companies that are gouging you.

And/or maybe get interested in a post-fossil fuel economy sooner than later?

Oops.",1.5116663406622392e+18,en,0.6891696453094482,We should exempt meat production from carbon taxes
9491,<MENTION> Are you against the carbon tax?,1.511595467926352e+18,en,0.6884734630584717,We should exempt meat production from carbon taxes
5506,<MENTION> We have fuel taxes - why do we need a carbon tax?,1.5113834799545385e+18,en,0.6883563995361328,We should exempt meat production from carbon taxes
4312,<MENTION> <MENTION> As a beef producer I’m part of the meat industry.  How many of my peers vote with a desire for carbon neutrality by 2030?,1.5111188291913114e+18,en,0.6880470514297485,We should exempt meat production from carbon taxes
9496,<MENTION> <MENTION> Yeah like no carbon tax !,1.5115888821813985e+18,en,0.6866056323051453,We should exempt meat production from carbon taxes
4290,<MENTION> <MENTION> why? Isnt climate policy important? And meat is a major contributor to carbon emissions. Meat diet should be completely banned.,1.511452487857107e+18,en,0.6855502128601074,We should exempt meat production from carbon taxes
4306,<MENTION> are you even remotely aware how much carbon emissions meat diets are responsible for? Its stupid to be a non vegetarian,1.511326209158058e+18,en,0.6852447986602783,We should exempt meat production from carbon taxes
9158,<MENTION> That is a whole lot of carbon tax…,1.5119004929426268e+18,en,0.6851977109909058,We should exempt meat production from carbon taxes
6499,"<MENTION> <MENTION> Except that those corporations will add that to their costs, AND they will blame the government AND they will charge you and I more than the current carbon tax AND they will massively profit from it.",1.5098447021657047e+18,en,0.6845163106918335,We should exempt meat production from carbon taxes
4295,"<MENTION> its kind of regressive to have a meat diet when over 20% of the global carbon emissions is from agriculture, a big fraction being contributed by practices used for raising meat as food",1.5114472575348572e+18,en,0.6830064058303833,We should exempt meat production from carbon taxes
9858,<MENTION> And the Carbon Tax?,1.5113977000544338e+18,en,0.6822717189788818,We should exempt meat production from carbon taxes
4675,<MENTION> Carbon tax adds to entire production and distribution chain.  Insanity,1.510973306995835e+18,en,0.6821454167366028,We should exempt meat production from carbon taxes
4476,"'CDA member Boswijk agrees. ""A meat tax does not seem the right way to me. Rather focus on more stimulation and awareness instead of taxing."" Making fruit and vegetables cheaper, ""as agreed in the coalition agreement"", he thinks is a much better idea.'

Taxes do the same.",1.509148096403546e+18,en,0.6809861063957214,We should exempt meat production from carbon taxes
9216,<MENTION> <MENTION> No the carbon tax will pay for it and also change the climate and save the earth. My God people are so gullible.,1.5118333105734656e+18,en,0.6791061162948608,We should exempt meat production from carbon taxes
9461,"<MENTION> They absolutely should be taxed!  In fact, I'm not sure why they aren't covered under the carbon tax...",1.511642765368578e+18,en,0.6784864068031311,We should exempt meat production from carbon taxes
9185,"<MENTION> <MENTION> <MENTION> Carbon tax is not here , but will be under Labor",1.511875074504401e+18,en,0.6780887842178345,We should exempt meat production from carbon taxes
9221,<MENTION> I certainly understand the carbon tax has zero to do with this.,1.5118302582148506e+18,en,0.6779741644859314,We should exempt meat production from carbon taxes
10137,"<MENTION> Fine then pay the 'carbon' tax if it makes you feel better and let them produce the food you will one day eat 'carbon tax less'. I thought you were aware of the fact that the price of everything going up is to bankrupt ALL of us, left, right, center.",1.51109742931098e+18,en,0.6779634356498718,We should exempt meat production from carbon taxes
3634,<MENTION> Meat production must and will remain the choice of consumers and not climate zealots. Work on fossil fuels and jet travel and leave peoples diets alone or you will dramatically lose public support.,1.511504545200943e+18,en,0.6774290800094604,We should exempt meat production from carbon taxes
9757,"<MENTION> Pretty dumb. Biomass is not in general carbon neutral. Certainly not wood chips. And excluding nuclear is red flag. Finally, no mention of a carbon tax.",1.511436079869612e+18,en,0.6771097183227539,We should exempt meat production from carbon taxes
9781,<MENTION> <MENTION> <MENTION> I know that. That's why we don't have to worry about the  new carbon tax.,1.5114258581621146e+18,en,0.6766718626022339,We should exempt meat production from carbon taxes
9518,<MENTION> Hey Kenney.  We're ok paying a carbon tax.  We care out the earth so  eff off if you don't.,1.5115560594034606e+18,en,0.6761776208877563,We should exempt meat production from carbon taxes
10245,<MENTION> The climate is a bigger determinant to food prices than a carbon tax,1.5104677261998612e+18,en,0.6758069396018982,We should exempt meat production from carbon taxes
9545,"<MENTION> Take away the carbon tax, but u won’t",1.5115272025331753e+18,en,0.6750079989433289,We should exempt meat production from carbon taxes
4390,"<MENTION> <MENTION> and yes, it may be a simple minded point. but it's true. the number one cause of carbon emissions is animal farming. if you cut back on meat, you help. if you don't...you are part of the problem im afraid.",1.509576695933653e+18,en,0.6749081611633301,We should exempt meat production from carbon taxes
9303,<MENTION> So do we still pay a carbon tax errrrr,1.511769911445672e+18,en,0.6740943193435669,We should exempt meat production from carbon taxes
9439,"<MENTION> Big deal. With the carbon tax, they'll be further behind.",1.5116642093980467e+18,en,0.673905611038208,We should exempt meat production from carbon taxes
9436,<MENTION> Gotta use that carbon tax for something.,1.5116672654809743e+18,en,0.6736947298049927,We should exempt meat production from carbon taxes
10207,<MENTION> <MENTION> What if we are carbon neutral? Should we pay any carbon tax then? What if we sequester more carbon in our land then we emit while growing food for people? Maybe we should be getting a monetary reward for that.,1.5107576578036982e+18,en,0.6729411482810974,We should exempt meat production from carbon taxes
9110,<MENTION> <MENTION> Ditch the carbon tax.,1.5119698785127465e+18,en,0.6723252534866333,We should exempt meat production from carbon taxes
9512,<MENTION> CAN WE GET RID OF THE STUPID CARBON TAX,1.511564606451372e+18,en,0.6720308065414429,We should exempt meat production from carbon taxes
9945,"<MENTION> And your carbon tax, of course. U never mention that.",1.5113707181721805e+18,en,0.6707567572593689,We should exempt meat production from carbon taxes
10371,<MENTION> The carbon tax is working as planned drive price of everything up to the point where no one can drive or buy food,1.509635155207471e+18,en,0.6705628037452698,We should exempt meat production from carbon taxes
5983,<MENTION> <MENTION> <MENTION> I’m with you on that. And carbon taxes won’t do a darn thing either.,1.5101074025944474e+18,en,0.6700184941291809,We should exempt meat production from carbon taxes
4829,<MENTION> Increasing the carbon tax is like strangling the chickens to increase egg production. It doesn’t work. It just adds hardship to the people that don’t deserve it. Carbon tax goes to general revenue and there is no record of how it helps with global warming.,1.509900934981161e+18,en,0.6689639687538147,We should exempt meat production from carbon taxes
9769,<MENTION> How is paying a carbon tax going to reduce Carbon 🤔🤔🤔,1.5114301801658e+18,en,0.6678116321563721,We should exempt meat production from carbon taxes
9579,<MENTION> With a Carbon Tax EVERYTHING IS MORE EXPENSIVE!,1.5115022786157036e+18,en,0.6674368381500244,We should exempt meat production from carbon taxes
