,tweet_id,labels,claim_expert1,evidence_expert1,argumentative_expert2,claim_expert2,evidence_expert2,tweet
124,1179990318583820288,1,1,1,1,1,1,"@GlobalistYT @SteinbachErika Des weiten gibt es Vulkanausbrüche und Waldbrände die Unmengen an CO2 ausstoßen und auch Kosmische und terrestrische Einflüsse die das Klima nachhaltig ändern und geändert haben.
Das etwas in Richtung Umwelt getan werden muss ist definitiv in Ordnung, aber bitte mit Vernunft!"
125,1178398407699959809,0,0,0,0,0,0,"@geirrchris @sebastiankurz Geh raus in den Sturm und schau was das Klima macht, Heintje 😂"
126,1179805949239992321,1,1,0,1,1,1,"@Erkenbrand11 @timo_bahrs @Ralf_Stegner @Gesine_Schwan In diesem Fall: das Gemeinschaftsgutachten von @PIK_Klima und @MCC_Berlin https://t.co/GQt7odsfEu

Das @DIW_Berlin hat eine separate Analyse erstellt, die zu sehr ähnlichen Ergebnissen kommt. https://t.co/dPpT4YStJ0"
127,1177130083322085376,1,1,0,1,1,0,"@_markkoenig @Bibliothomas @BrigitteKnopf @MCC_Berlin @PIK_Klima @cducsubt @spdbt Bei Langstrecken sind die Preise schon sehr obszön, wenn man nicht gerade maximal früh bucht und zeitlich sehr flexibel ist. Für die täglichen Wege wo man eine Monatskarte hat, stört mich auch primär die Fahrzeit, der dünne Takt und die fehlende Zuverlässigkeit. 1/2"
128,1178959443687399425,1,1,0,0,0,0,"@heiseonline ""KLIMA"" gibt's nur in Deutschland! komisch....
erinnert mich an den ""TANZ DER VAMPIRE"" 🤥"
129,1176438363857072130,0,0,0,1,1,0,"@CKemfert @schieritz @zeitonline Das nennt man doch dann #Hoffnung oder #SchrittindierichtigeRichtung , oder?

#ClimateCrisis #Klimapaket #klimaschutz #klimakabinett"
130,1177310091600650240,1,1,1,0,0,0,"@Sabeth_Faber Danke fuer die viele Info!
In BW tobt der Horror,man bekommt keine aufrichtige Anwälte,dass Klima hat sich verschärft! 
Kein Beratungsschein"
131,1178928372191305728,0,0,0,0,0,0,
132,1177630907609632769,1,1,0,1,1,1,"@de_escalation @EinFragender @kfjJahn Nein ich Leugne gar nichts, ich stelle mich hin und behaupte, dass wir nicht ausreichend informiert werden. Das es sehr wohl unterschiedliche Ansichten über den Einfluss des Menschen auf das Klima gibt und da gar nichts gesichert ist. Das kritisiere ich."
133,1177111636567572481,1,1,0,1,1,1,
134,1177215820042313728,1,1,1,1,1,1,
135,1178666385192284168,1,1,0,0,0,0,
136,1178252868807204865,1,1,0,1,1,0,"@guenter1960 Das Unterscheiden von Klima und Wetter sind, wenn man sich zu diesem Thema unbedingt äußern will, unabdingbar."
137,1177159997698007041,1,1,0,1,1,0,
138,1179695602071941121,1,1,1,1,1,1,"@JSevincBasad Wenn Sie Extinction Rebellion kritisieren, erwähnen Sie doch mal, dass diese ""Graswurzelbewegung"" eine britische GmbH ist (Compassionate Revolution Ltd.). Nicht mal das Impressum ist korrekt.
Deren Äußerungen lassen sich nicht auf alle deutschen Klima-Aktivisten projizieren."
139,1178070246063853568,0,0,0,1,1,1,
140,1177891069947764736,1,1,1,1,1,1,
141,1177947084575711232,0,0,0,0,0,0,
142,1179797705721307140,1,1,1,1,1,1,
143,1178929794647543808,1,1,1,1,0,1,"@marcjulianblack @appletechnikbl @olivergorus Sie haben gesagt, durch Greta sei Aufmerksamkeit entstanden. Das bedeutet, vor Greta habe es die nicht gegeben.  Sonst konnte sie ja nicht mit Greta entstehen."
144,1177929134208688130,1,1,0,1,1,0,
145,1177902097930604544,0,0,0,0,0,0,@KoeppelRoger Köppel-Jünger aufgepasst.☝🏼🤓  https://t.co/H824Anqd0L
146,1179700778224816128,1,1,0,1,1,1,"Ja, ich gebe es zu. Am Ende sind vor allem Spiele und Onlinevideos für mich das, was Fleisch und SUVs für Fleisch- und Autofanatiker sind: die für das Überleben selbst nicht nötigen und für das Klima möglicherweise schädlichen Dinge, auf die ich jedoch nicht verzichten möchte."
147,1177723306868432901,1,1,1,1,1,1,"@Ni0z @MauriciusQ Ich möchte gerne nur eine ernsthaft wissenschaftliche Quelle sehen, die das Szenario „2 Milliarden Menschen stehen vor der Tür und stellen Fragen zum Klima“ als wahrscheinlich einstuft. Die „gesamte Wissenschaft der Welt“ ist ziemlicher Blödsinn, die sei geschenkt."
148,1177489511950868481,1,1,0,1,1,0,"@sven_giegold @rheto @ZDF @FridayForFuture @Die_Gruenen ""#Klimapaket"" ist auf dem Autobestellformular, der Punkt, wo man ankreuzt, ob man im #SUV oder so, eine Klimaanlage haben möchte oder nicht :-)
#FridaysForFuture #FFF"
149,1177613567341801472,1,1,0,1,1,1,
150,1178218897943732226,1,1,1,1,1,1,"@shasofanX @KlassLib @Kittypunk7 @WOLKEFN Ja, weil Energie schon vorher teuer wie nirgends sonst war. Und jetzt wird sie halt noch teurer. Aber keine Sorge, alles wird weiterhin produziert - nur halt woanders. Hilft sicher dem Klima - nicht."
151,1177478105155305479,1,1,0,1,1,0,"@gruenewien Stimmt, denn bis zum Zeitpunkt der Ankündigung der Neuwahl,war das Klima (und das bei den Grünen, das ist es ja, was so enttäuschend ist das jetzige werben so unglaubwürdig macht)und die Umwelt ja stark im Hintergrund.
Aber kaum gibt es Wahlen und 10.000e potentielle Jungwähler.."
152,1180024351279779840,1,1,0,1,1,0,
153,1180052139160276992,0,0,0,0,0,0,
154,1178399138582601730,1,1,0,1,1,0,"@bmu @parents4future @JochenFlasbarth @sciforfuture @beyond_ideology @wozukunft @VQuaschning @FFF_Berlin @p4fBerlin @PFFSaarland @FuturePb @FFF_Koeln @rahmstorf Versteh ich das richtig? “Manch andere Länder machen nix; deshalb wir auch nicht.”? Klingt irgendwie kindisch, oder? Und was ist mit dem Willen des eigenen Volkes, einer Bewertung der (Klima-)Krise als solche, etc.? Alles nachrangig?"
155,1177190885035036673,1,1,0,1,1,1,"@voglerk @jankortemdb @c_lindner Aha. Und was machen Sie mit dem Land? Politik ist (noch) der Wettbewerb der besten Ideen um die Mehrheit - wenn „sie“ allerdings weiter „klein“ in Verboten denken wollen, die dem Klima so nichts nützen... Oder macht der Klimawandel an der Grenze halt, wenn die Grünen regieren?"
156,1179069113655812102,0,0,0,0,0,0,@BMWi_Bund https://t.co/o2xBwgHptI
157,1177707231745396737,0,0,0,0,0,0,@MTJGrimme Und was ist mit #klima? 🤓
158,1178944198931824640,1,1,1,1,1,1,"@eff_future @PaulZiemiak Der innovative #Mittelstand und dessen Kunden möchte oft auch sehr viel mehr #Klimaschutz. Darf aber nicht, weil es irgendwelche #Verbote gibt, die es verhindern."
159,1179421661344538625,1,1,0,1,1,1,"@FoxMulder944 Es gibt neben CO2  mehrere Einflüsse aufs Klima. Vulkane, Sonne, Milankovich Zyklen Kontinentaldrift. Und alle wirken auf unterschiedlichen Zeitskalen. Informieren Sie sich!"
160,1178725073420800000,1,1,0,0,0,0,"@MartenKleihauer @J_B_oo7 @chst70 @gehirn1974 @SirSchnee Man braucht keine Beweise fürs Klima, nur für den Suff!
😝😝 https://t.co/1WfAdf3kO1"
161,1179726099129012226,1,1,1,1,1,1,"@ClaudiaZettel Ja, in entscheidenden Punkten. Wo die Grünen aus Klima/Naturschutzgründen nicht dabei sind, argumentiert rot dort mit ""für Arbeitsplätze"", wo türkis ""für den Wirtschaftsstandort"" sagt. Und Asylrechtsverschärfungen hat die SPÖ in Regierung immer mitgetragen."
162,1177125724676927490,0,0,0,0,0,0,"@bmuonline @DrKissler @DB_Bahn @DB_Presse Das ist ein Test. Wer jetzt durchhält, bekommt einen Klima-Orden."
163,1179761271358545921,1,1,0,1,1,0,
164,1177298161632763905,1,1,1,1,1,1,
165,1177483189838737410,1,1,1,1,1,1,"@MBauchmueller Schwaches #Klimapaket und leere Worte von #Merkel beim #UNClimateSummit : So wird Dtl nicht wieder Vorreiter in #Klimapolitik - dazu Gastbeitrag bei @EURAKTIV https://t.co/HAaDKKENMm und Kurz-Analyse https://t.co/BjKo1QpE7x von @e3g
 #Klimagipfel #Klimanotstand #FridaysForHubraum"
166,1177297664129548288,1,1,1,1,1,1,"@Goldi_RT @Karl_Lauterbach Andere Staaten sind nicht so dämlich aus der Kernenergie auszusteigen und stattdessen auf Kohle zu setzen !
Verwirrt ja, wenn du denkst das Deutschland einen merklichen Effekt auf das Klima haben würde.
Das ist so als wenn eine 2 % Partei hofft den Kanzler zu stellen!"
167,1179742769155313664,0,0,0,0,0,0,"der shit fliegt weg, direkt in die klima
alle sind druff und fühln sich prima
die fete steigt und alle sauvn
ich will mich mit dem fahrer raufen
der hurensohn hat die fahrt versaut
er nen schwachen joint gebaut
noch 6 stunden sagt google maps
verdammt hab ich noch so viel peps??"
168,1178606811425001473,1,1,1,1,1,0,
169,1179384292176285696,1,1,1,1,1,1,
170,1178353350036873218,1,1,0,1,1,1,
171,1177585752546451456,1,1,0,1,1,0,"@mlcaritas @ZackZackZack4 Ein Versagen der türkis blaue Regierung, für die das Thema Klima negiert und als Zopferldiktatur abgetan wird!"
172,1177185023579033602,1,1,0,1,1,0,@Tagesspiegel @ExSpiesser Klimawahn ist heilbar.
173,1177855004767641600,1,1,1,1,1,0,"@ZDFheute #Klimawandel ist nur alarmierend, wenn man noch nicht angepasst ist. Das wiederum sollte man schleunigst nachholen, anstatt, mit viel Geld, sinnlos versuchen zu wollen, ihn zu stoppen."
174,1177093464829435904,1,1,0,1,1,1,"@sandra_lueck Wir Deutsche sollten auch endlich auf die Straßen gehen und gegen die soziale Ungerechtigkeit demontieren, wie es im Moment für das Klima propagiert wird. Dann wird vielleicht auch ganz langsam unsere Politik wach..?"
175,1179228283650609152,1,1,0,1,1,0,@Karl_Lauterbach Das Klima war übrigens auch Schuld am frühen Ausscheiden der Deutschen letztes Jahr bei der WM
176,1177910421854011392,1,1,1,1,1,1,"@SvenjaSchulze68 Das ist doch alles nur ein Witz! Fürs Klima werden gerade mal 2 Milliarden Euro ausgeheben, während die Braunkohle für einen Ausstieg mit 40 Milliarden unterstützt wird. Bin ich hier im falschen Film???"
177,1177824386998517761,1,1,0,1,1,0,"@UmweltHessen @PriskaHinz #Klimapaket kann man das ja nicht nennen, was #CDU &amp; #SPD in #Berlin vereinbart haben.

Wenn man in der Produktpalette der #Post bleibt, kann man vielleicht von einem #Kompaktbrief reden.

#Klima #Umwelt #Natur #Klimaschutz #Groko"
178,1178429747849842690,1,1,0,1,1,0,"@Jumpsteady @dieternuhr Wenn alle die die sich so echauffieren, ab morgen Bus und Bahn fahren und ihren To-Go-Becher im Geschäft lassen, wäre schon viel fürs Klima gewonnen. Und öfter mal TV und Handy auslassen.."
179,1179321876486725632,1,1,0,1,1,1,"@GefrKamnitzer @DigitalerC Ob GRÜNE, ""FfF"", selbst die klima-politisch immer schon völlig unbedarften (Un-)Geister von DKP bis MLPD - ihnen allen stelle ich seit Jahren die Frage, ob steigende Überbevölkerung nicht die Ursache für alles ist.
Aber weder von Luisa/sonst wem habe ich bisher Antwort erhalten."
180,1178905064381046784,0,0,0,0,0,0,
181,1178271933835730944,1,1,0,1,1,0,Der Gauland. Sozusagen ein Vogelschiss in der Klima Forschung.
182,1177175073100390402,1,1,1,1,1,1,
183,1178098196515418113,1,1,0,1,1,0,"@Gheldalas @ChibzieC @Lara_Loft Diggi. Streaming ist mein Beruf. Zu Cons zu fliegen, zu networken, Menschen, Technologien, Trends persönlich &amp; hautnah zu erleben ist genauso notwendig, wie alles andere, wofür man Leidenschaft empfindet. Du meinst, wer sich Pro Umwelt positioniert, soll nur noch Fahrrad fahren?"
184,1178727819490316288,1,1,0,0,0,0,"@_MarcMartin @cherubimu ?????? Hä? Was hat das jetzt mit dem Klimawandel zu tun?
AfD Klima Leugner? Alles mal vermischen?"
185,1179502842098409475,1,0,1,1,0,1,"@kaffeecup letzte Woche in Göteborg: 4 ""Fahrbahnen"" auf der Strasse - 1 für Fussgänger, 1 für Radfahrer, je 1 für Autos und Trambahn geteilt. Heute in Frankfurt: 4 Fahrbahnen in Neuer Mainzer Str., in einer Richtung, alle 4 für Autos. Anzahl Radfahrer = 0  #Klima #Verkehrswende"
186,1177307356717289473,1,1,0,1,1,1,"@Beatrix_vStorch Millionen müssen um ihre Existenz fürchten, weil versucht wird, die Erde vor dem Klima-Kollaps zu bewahren, der ALLE bedroht? Sind Sie denn noch zu retten? So blöd kann doch niemand sein, der nicht besoffen ist."
187,1177345197904187393,1,1,1,0,0,0,
188,1177681983452958720,1,1,1,1,1,1,
189,1179801986121785349,0,0,0,0,0,0,"@Sydney5512 @omagegenlinks @symmulant @SolexKiel @stadt_kiel 1988 ... wieder
1997 ... wieder
und
2006 ... wieder (@AlGore Film +Nobelpreis)
und
2013 ... wieder (#Arktis eisfrei, #Kilimandscharo eisfrei 🤔)
und
2020 ... wieder (M. Latif: KEIN Winter, kein #Schnee mehr; #IPCC: in UK 🇬🇧 sibirisches Klima)
#Doomsday #ApocalypseNow https://t.co/KZJKXdXVGO"
190,1178927331605438467,1,1,1,1,1,1,"@RegSprecher @SvenjaSchulze68 @bmu Deutschland wird ausgelacht,die Politmonarchie labt sich an dem Glauben, Gott ins Handwerk spucken zu können, die Bürger sind ihnen egal, das Wohl der Wirtschaft, die die Monarchie schmiert, ist ihnen wichtiger. 2Grad im Klima ist als wenn ein Panzer sein Nummernschild verliert. https://t.co/idDfLepWix"
191,1177591427561381888,1,1,0,1,1,1,@MiRo_SPD @faznet Die kritische Auseinandersetzung mit dem #Klimapaket der #GroKo ist notwendiger denn je. Wie ist die Meinung von #KampmannRoth zum CO²-Austoss im Rahmen des Pariser Klimaabkommens? https://t.co/Iq02TEDbGU
192,1177145077010960384,1,1,1,0,0,0,
193,1177529633207705600,1,1,1,1,1,1,"@WKogler @gruenewien Wie kann man einer Sigi  Maurer einen Listenpltz geben , die den Österreicher bei der Abwahl den Stinkefinger gezeigt hat? Erklären sie mal wie Sie das Klima retten wollen , nur im Parlament sitzen da wirds ned viel bringen, ausser Luft rauzublasen , der Anstand wählt NICHT Grün"
194,1177174249506779137,1,1,0,1,1,0,"@Pillemann_Jones @noosphaere @KristinaFassler @UN Joa entweder baumeln die Leute, weil es so anstrengend ist sich dagegen aufzulehnen, was Konzerne mit uns machen, oder weil das immer schlechtere Klima und Nahrungsmangel für Depressionen sorgen. Ersteres finde ich besser."
195,1179802162865606665,0,0,0,0,0,0,@agentsinaction @DWD_klima @Umweltbundesamt https://t.co/Ffqawpngd2
196,1178696122849775616,1,1,1,1,1,0,"@FarwigMathias @philbill1337 Ich lese da ständig andere Berichte von renomierten Zeitungen. Die Forscher welche wirklich etwas verstehen vom Thema Klima, reden nicht von Katastrophe, sondern von Krise. Und diese Krise kann nur langsam bewältigt werden. Aber sicher nicht von einem Moment auf den Andern."
197,1177366152038801409,1,1,0,1,1,1,
198,1178321526875185155,1,1,1,1,1,1,"@Jumpsteady @dieternuhr Großartig!!! Er hat einfach Recht! Der Klimawandel ist NICHT menschengemacht, CO2 ist Grundvoraussetzung für das Leben auf der Erde (war schon viel höher-ohne Menschen) und man kann das Klima auch nicht retten!!! Hört auf seriöse Wissenschaftler!!!"
199,1177993639403954176,1,1,0,1,1,1,@parents4future @SvenjaSchulze68 Liebe Frau Ministerin Schulze. Steigen Sie doch bitte von Ihrem hohen Ross und verkaufen Sie die Menschen nicht für doof. Die Menge an CO2 wird halt mal in Tonnen benannt. Hören Sie in der fundierten Klima-Nachhilfe durch renommierte Wissenschaftler*innen einfach demütiger zu !
200,1176250313445191681,1,1,0,1,1,1,"Mir wäre es lieber, mich hinstellen zu können und zu sagen:
Ich bin stolz darauf, was die ganze Welt für den #Klimaschutz tut. Denn ich bin Teil davon, warum sie das tut.

Aber ich sehe derzeit keine Möglichkeit, das zweite ohne das erste zu erreichen."
201,1178247026317897729,0,0,0,0,0,0,"@karlheinz_e @littlewisehen Können wir bitte die Hexenverbrennung wieder einführen?
Ach 💩 nicht gut für das Klima."
202,1179153015011528712,1,1,0,0,0,0,"@Robinium1 Naja, du scheinst das mit dem Klimawandel ja verstanden zu haben... Nicht."
203,1178372252540256257,1,1,0,1,1,0,"@klbmg @F4Fludwigsburg @FFFChemnitz @klima_netz @sciforfuture Auf jeden Fall nicht die die beim Öl und Kohlekonzern arbeiten, lol"
204,1179364916664381440,0,0,0,0,0,0,
205,1179627325320679424,1,1,0,1,1,0,
206,1177517138103296000,1,1,0,1,1,0,@insm @haucap Es gibt Sterbehilfe fürs Klima..mit dem Klimapcket der Groko. Man kann einige Menschen die ganze Zeit und alle Menschen eine Zeit lang zum Narren halten; aber man kann nicht alle Menschen allezeit zum Narren halten.
207,1178719830112980997,1,1,1,1,1,0,@XRBerlin @katjakipping @dieLinke Da sieht man die linke ist nicht mehr für Arbeiter da sondern nur noch für studierte Spinner. Will anscheinend doch mit der spd in den Untergang gehen. Ihr bekommt keine stimmen von ökos die wählen grün.
208,1179044980029116419,0,0,0,0,0,0,
209,1177107545678340096,1,1,0,1,1,0,"@janboehm Klima- und Umweltschutz verlangen, aber dafür keine Einschränkungen in Kauf nehmen zu wollen ist das neue ""mach mich sauber, aber mach mich nicht nass"". Absurd."
210,1176956708331147267,0,0,0,1,1,0,"@MixMax0995 Beim Klima und bei (gegen) Nazis sind wir das ebenfalls.
Aber für morgen sind wir selbst gespannt."
211,1179051128350216193,1,1,0,1,1,0,"@janboehm Als Dieter hatte man es noch nie einfach und jetzt auch noch dieses Klima.  https://t.co/y8QdDIuQEm
#Solidaritätfürdieter"
212,1178184969757380609,1,1,0,0,0,0,@lawyerberlin Betrunkene Tweets sind einfach die besten! Aber lass doch die Eiswürfel das nächste Mal im Mariacron #Klimawandel
213,1177477175173189636,1,1,1,1,1,1,"@maybritillner @peteraltmaier @BMWi_Bund Der Mythos:Schwarze Null!
Dieses Krampfhafte Festhalten an diesem Geist. Die Schulden werden noch größer der nächsten Generationen mit dem #Klimapäckchen. Die Wissenschaft hat ihnen das Werkzeug gegeben für ein sozialen&amp;effektiven #Klimaschutz gegeben&amp;sie kloppen nur sinnlos rum"
214,1177316510420918273,1,1,0,1,1,1,
215,1177210479158157312,1,0,1,1,1,1,@nickscharioth Habe hier gerade nur Wachstumsdaten für gemäßigtes Klima (Niederlande). Damit komme ich auf ungefähr 45.000 km2 (in etwa die Fläche von Niedersachsen). Als Alge habe ich genetisch optimierte Nannochloropsis gaditana angenommen.
216,1179323052087226368,0,0,0,0,0,0,@_maulende_Myrte @CoYoSilver Die Blätter von den Bäumen! Klima! Jetzt fällt‘s mir auch auf!
217,1178315663766634496,1,1,1,1,1,1,"@inchtweet @beyond_ideology @faznet @ErnMedBlog Die genannten Studien sind wissenschaftlich nicht haltbar - mindestens aber umstritten (s. z.B. https://t.co/k92ndBogej, https://t.co/ZVxq3xGcew).

""Die Wissenschaft"", auf die Sie hier rekurrieren ist zur Hure der Politik geworden.
.."
218,1179145842550284289,1,1,1,1,1,1,"@zeitonline Diese Klimahysterie wird allmählich lächerlich. 1) Klimawandel kann man nicht stoppen, denn es wandelt sich immer 2) Klima kann man schützen durch geeignete Maßnahmen 3) CO2 ist grundsätzlich lebenswichtig für die Photosynthese. Die Frage ist wie viel davon umgewandelt wird."
219,1178313706834419714,1,1,1,1,1,1,"@UBSschweiz Jetzt wittern auch Banken und Konzerne langsam das Geschäft mit dem Klima. Dennoch denke ich tatsächlich, dass letztendlich nur sie die Macht haben das Notwendige umzusetzen. Bis die Politik Lösungen hat, dauert es viel zu lange. Letztendlich wird es das Geld richten."
220,1178741632847548416,1,1,0,1,1,1,
221,1178010897035476993,1,1,0,1,1,0,"@WDR 🙄 Was hat der junge Mann nicht verstanden?
Das #Klimapaket ist das Papier nicht wert, auf dem es gedruckt wird. Die Proteste von #FridaysForFuture waren erst der Anfang.

#AufstandGegenDasAussterben #RebellionWave"
222,1176982419674685440,0,0,0,1,0,1,
223,1178323310867820544,1,1,1,1,1,1,"@TastiqueVan Ich denke, da ist eine gewisse Orientierungslosigkeit. Mit echten Problemen wurden diese Jugendl. noch nie konfrontiert.
Und jetzt kommen paar Spinner daher und erzählen vom Weltuntergang wg. Klima.
Deshalb geraten die Jugendl. in Hysterie, sie können damit nicht anders umgehen."
224,1178663875710984197,1,1,0,1,1,1,@stephan_eckner @schnellenbachj Wirtschaftliche Entwicklung muss ja nicht zwangsläufig raubbauartiges Wachstum bedeuten. Weniger Wohlstand ist insofern kein Problem da er im Augenblick eh ungleich verteilt ist. Wenn Klima global nicht mehr Wohlstand zulässt muss man den existierenden besser verteilen.
225,1178623148209704965,1,1,0,1,1,0,@drumheadberlin Was forscht der Herr denn so? Klimaforscher ist er jedenfalls nicht.
226,1179109790397718528,1,1,1,1,1,0,"@heuteshow Südpol! Da beginnt der Frühling gerade erst!

Irgendwann wird kein Eis mehr da sein, aus dem wir ablesen können, wie sich das Klima verändert. Hat ja auch was, wenn man so drüber nachdenkt... 🤪"
227,1177138097089339392,1,1,0,1,1,0,"@klimt92812890 @Tinimaus1110 Gilt bei denen nur, wenn es ums geliebte Klima geht."
228,1177564440197287937,1,1,1,1,1,1,"@Real_Utopist @Lowl3v3l @nicolediekmann Wenn alle der gleichen Meinung sind, ist das nicht immer gut. Das lehrt uns die Geschichte. Mit Bequemlichkeit hat das nichts zu tun. Selbst wenn D. ab morgen kein CO2 mehr produziert, wird das keinen Einfluss auf das Klima haben. Dafür wird das Land ganz andere Probleme haben."
229,1179421957944729604,0,0,0,0,0,0,
230,1176979572895731712,1,1,1,1,1,1,
231,1179128320010719232,1,1,0,1,1,1,"@albvalegreen @Luisamneubauer Oh mei oh mei, ein Opfer der industriegeförderten (INSM) und von den Rechtsauslegern verbreiteten Verwirrungstheorien.
Sorry Freunde, wir hier in den Alpen und dem Alpenvorland bekommen die Folgen bereits jedes Jahr mehr zu spüren. 

Ich wähle weder grün noch links ..."
232,1179289333662126080,1,1,0,1,1,1,
233,1179383727501299714,1,1,1,1,1,1,
234,1177209158971678720,0,0,0,0,0,0,@licht_maschine @narrhallamarsch @Moormoewe Hatta auch Klima?
235,1177106768620658688,1,1,0,1,1,0,
236,1178046053469315073,0,0,0,1,1,0,"@rudifussi Klima ist ein echtes Band,
verbruzelt selbst die rechte Schand."
237,1178688298333671425,1,1,1,1,1,0,
238,1179654288613810176,1,1,1,1,1,1,
239,1180155224880766978,1,1,0,1,1,0,@Hartes_Geld @AOC Wenn sich die Klima-Aktivisten gegenseitig aufessen gibt es tendenziell einige Probleme weniger #noHate #HowDareYou
240,1178739119767396354,1,1,0,1,1,1,"@MissBJArmstrong @FrReschke Nun ja, Vielen in dieser Generation geht es nicht in erster Linie um das Klima. Sie haben halt keine Identifikation und ein noch reicher Staat füttert sie durch."
241,1177254465310744579,1,1,1,1,1,1,
242,1178177072512016384,1,1,1,1,1,1,
243,1177863138596868096,0,0,0,0,0,0,
244,1178982129834893313,1,1,1,1,1,1,@WMuhsal @AfD @AfD_Thueringen Vor allem ändert es nichts am Klima oder verbessert die Umwelt. Nur wahnwitzige Ideen
245,1178324305266057218,1,1,1,1,1,1,"@BernhardGeyer @Dragon52472784 Ich sagte schonmal: Selbstreflexion geht anders.
Es ging hier nicht ums Klima oder ähnliche Dinge.
Und ja, da ich @Dragon52472784 in anderen Threads erlebt habe, ist das mit dem Lobbyisten nunmal auch ein Fakt."
246,1179347532339716096,1,1,0,1,1,0,"@davis_sdav124 @Maria__Stern @Peter_Pilz Meinem Dafürhalten haben jene @Peter Pilz gewählt, welche Überzeugt waren, dass trotz Klima-Hype auch 1ne scharfe Kontrolle der Regierung durch d Parlament dringend geboten = Kurz nehme ich s Klima-Engagement nicht ab; Anders = das beim @NR_KLUB_JETZT Die Klimaschutz-Aktivisten"
247,1178912870249242624,1,1,1,1,1,1,@ZDFsport @IAAFDoha2019 #Doha2019 #klimaschutz #friday4future Heute reden wir in DE über #Klima und #CO2 Einsparungen. Sportverbände FIFA &amp; Co sollten ein Vorbild sein. Sie sprechen Millionen Sportbegeisterte an. Es sollte keiner hingehen und TV ausschalten. Geld regiert auch gegen Klimaschutz.😧
248,1177306968735846400,1,1,0,1,1,1,
249,1177526478759694336,1,1,0,1,1,0,
250,1179035044750352384,1,1,1,1,1,1,@r_a_y_k__ @DonGiardino @dominikdirekt Seit 1990 verspricht Merkel neue Technologien pro Klima. Jetzt ist es zu spät. Nur eine sofortige Reduktion der Industrie kann die Katastrophe zu einer kleinen machen. Denn bereits jetzt ist es nicht aufzuhalten.
251,1178364334231228427,1,1,1,1,1,1,
252,1177980048323821569,0,0,0,0,0,0,
253,1177197478770282499,1,1,0,0,0,0,"@robschuchmann @EnFreKo @Stefan_Hajek @clausstraube @ChuckBanham @CKemfert @sciforfuture @PIK_Klima @Luisamneubauer @carla_reemtsma @ABaerbock @KathrinAnna @seawatchcrew @oekoinstitut @AWI_de @VQuaschning @rahmstorf @Psychologists4F @f_schmidt_BB @FFF_Berlin @TWIKE Einen pro Achse, in der Summe 1 oder 2. https://t.co/q37HUY2Tho"
254,1178662403166425088,1,1,1,1,1,1,"@DerGraslutscher @ralphruthe Einer der ersten zu sein könnte auch wirtschaftliche Vorteile bringen. Know-how und Erfahrung hat finanziell selten geschadet. Also wenn jemandem schon das Klima egal ist, dann interessiert vielleicht wenigstens Geld?"
255,1176750562689388545,1,1,0,1,1,0,"@ntvde @Luisamneubauer ...lassen Sie uns mal wissen, welche radikalen Maßnahmwen Sie schon im privaten Bereich getroffen haben?! Ich würde meinen keine! @Luisamneubauer #Klimapaket"
256,1179388243290263553,1,1,1,1,1,1,
257,1177024243202220038,0,0,0,1,1,0,
258,1178249097142263809,1,1,0,1,1,0,@julian_troost Im Gegensatz zu Dieter Nuhr sind die Reaktionen der getriggerten Klima-Panikmacher wirklich witzig.
259,1178575873563353093,1,1,1,1,1,1,"@PeterBraeuerRA @SylK1966 @fdp @Stiftung2Grad @Die_Gruenen @IPCC_CH (2/3) Natürlich sind komplexe Simulationen wie die zum Klima sehr fehleranfällig. Deshalb sind ja in den Prognosen auch so breite Korridore angegeben: 800 Gigatonnen ab 2018 führen mit 1/3 Wahrscheinlichkeit zu unter 1,5°, mit 2/3 zu unter 1,75 mit 1/3 zu mehr als 1,75° s.Tabelle https://t.co/YJRtPLXYBw"
260,1180083472620240898,1,1,1,1,1,1,"@SteffenHentrich @koehler_fdp @JakobSchlandt @andreeboehling @badulrichmartha @TspBackgroundEK @PIK_Klima Regulative Unsicherheit ist ein Problem. Gerade in einem CO2 Markt, in dem Nachfrage nicht fundamental, sondern nur regulatorisch ist. Hybride aus Preis- und Mengensteuerung sind deshalb m.E. sinnvoll, weil sie Unsicherheit reduzieren können."
261,1178982874646757376,1,1,0,1,1,1,
262,1176975959821561862,1,1,0,0,0,0,
263,1176560569580756994,1,1,1,1,1,1,
264,1180115037375086592,1,1,0,1,1,0,
265,1178034680911794178,1,1,1,1,1,1,@csommer @tazgezwitscher Doch. Denn die Mitte und die rechten Strömungen scheren sich ein Dreck um das Klima
266,1178757072504143872,1,1,0,1,1,1,"@sybille_zeisel @RudolfineZ Der HC Skandal bringt ÖVP ein Überraschungsplus v 258.000 Stimmen,total 1,774.000.  Ohne die FPÖler wären es 1,516.000 Stimmen,also 31%. Wenn Rot an Grün 193.000 verliert, ist es homemade-Unterbewertung Klima.Schade."
267,1179643096214183936,1,1,0,1,1,0,"@fhaserodt @PIK_Klima Erst Lesen und Verstehen lernen und dann twittern. 
Hilft garantiert. Auch Ihnen."
268,1177507907350355969,1,1,1,1,1,1,"@ErlingPlaethe Das ist nicht die Mehrheit, also irrelevant...😭😭
Außerdem ist Klima jetzt neue Umverteilungs- Abkassierbegründung."
